date,cocoa_price_euro
2014-10-14,91.0
2014-10-13,41.67
2014-10-10,126.67
2014-10-09,35.33
2014-10-08,20.67
2014-10-07,35.33
2014-10-06,57.33
2014-10-03,44.33
2014-10-02,66.67
2014-10-01,151.67
2014-09-30,262.0
2014-09-29,278.33
2014-09-26,277.0
2014-09-25,289.67
2014-09-24,328.0
2014-09-23,259.33
2014-09-22,288.67
2014-09-19,232.33
2014-09-18,163.67
2014-09-17,127.67
2014-09-16,61.67
2014-09-15,47.0
2014-09-12,48.33
2014-09-11,23.33
2014-09-10,49.67
2014-09-09,67.0
2014-09-08,57.67
2014-09-05,83.0
2014-09-04,125.33
2014-09-03,136.0
2014-09-02,147.0
2014-09-01,177.5
2014-08-29,208.0
2014-08-28,211.33
2014-08-27,192.33
2014-08-26,204.33
2014-08-25,214.33
2014-08-22,181.0
2014-08-21,182.33
2014-08-20,209.33
2014-08-19,191.0
2014-08-18,243.33
2014-08-15,226.0
2014-08-14,210.33
2014-08-13,226.0
2014-08-12,230.33
2014-08-11,217.33
2014-08-08,209.33
2014-08-07,215.33
2014-08-06,200.67
2014-08-05,183.0
2014-08-04,173.67
2014-08-01,180.0
2014-07-31,181.33
2014-07-30,180.0
2014-07-29,158.67
2014-07-28,147.67
2014-07-25,159.67
2014-07-24,155.33
2014-07-23,156.67
2014-07-22,108.0
2014-07-21,112.67
2014-07-18,80.0
2014-07-17,55.33
2014-07-16,65.33
2014-07-15,99.0
2014-07-14,79.33
2014-07-11,89.0
2014-07-10,87.33
2014-07-09,85.33
2014-07-08,118.67
2014-07-07,90.33
2014-07-04,96.83
2014-07-03,103.33
2014-07-02,126.67
2014-07-01,117.67
2014-06-30,128.33
2014-06-27,133.0
2014-06-26,55.0
2014-06-25,72.67
2014-06-24,48.0
2014-06-23,81.33
2014-06-20,106.67
2014-06-19,111.33
2014-06-18,113.0
2014-06-17,107.0
2014-06-16,104.67
2014-06-13,112.0
2014-06-12,58.67
2014-06-11,113.33
2014-06-10,87.33
2014-06-09,81.0
2014-06-06,66.33
2014-06-05,92.67
2014-06-04,85.0
2014-06-03,74.67
2014-06-02,65.0
2014-05-30,64.67
2014-05-29,49.0
2014-05-28,33.0
2014-05-27,32.67
2014-05-23,30.33
2014-05-22,6.67
2014-05-21,991.0
2014-05-20,976.0
2014-05-19,941.33
2014-05-16,931.33
2014-05-15,910.67
2014-05-14,902.67
2014-05-13,905.0
2014-05-12,884.0
2014-05-09,871.33
2014-05-08,899.0
2014-05-07,905.0
2014-05-06,933.67
2014-05-05,937.0
2014-05-02,928.67
2014-05-01,931.0
2014-04-30,983.0
2014-04-29,960.33
2014-04-28,947.67
2014-04-25,961.33
2014-04-24,976.33
2014-04-23,22.0
2014-04-22,11.33
2014-04-21,7.67
2014-04-17,25.0
2014-04-16,984.67
2014-04-15,983.33
2014-04-14,997.0
2014-04-11,989.33
2014-04-10,991.33
2014-04-09,23.67
2014-04-08,0.67
2014-04-07,971.33
2014-04-04,980.67
2014-04-03,932.0
2014-04-02,937.0
2014-04-01,958.33
2014-03-31,963.0
2014-03-28,997.33
2014-03-27,952.67
2014-03-26,971.67
2014-03-25,965.67
2014-03-24,945.0
2014-03-21,965.0
2014-03-20,989.33
2014-03-19,31.0
2014-03-18,21.67
2014-03-17,30.33
2014-03-14,998.67
2014-03-13,11.67
2014-03-12,957.67
2014-03-11,10.33
2014-03-10,992.67
2014-03-07,985.0
2014-03-06,966.67
2014-03-05,975.33
2014-03-04,961.67
2014-03-03,921.67
2014-02-28,956.33
2014-02-27,955.0
2014-02-26,936.0
2014-02-25,919.67
2014-02-24,955.0
2014-02-21,954.0
2014-02-20,984.33
2014-02-19,935.33
2014-02-18,952.0
2014-02-17,956.33
2014-02-14,960.67
2014-02-13,943.0
2014-02-12,956.67
2014-02-11,930.67
2014-02-10,920.33
2014-02-07,932.0
2014-02-06,897.67
2014-02-05,892.33
2014-02-04,900.0
2014-02-03,925.67
2014-01-31,908.0
2014-01-30,917.33
2014-01-29,924.0
2014-01-28,909.67
2014-01-27,899.33
2014-01-24,797.67
2014-01-23,801.67
2014-01-22,708.33
2014-01-21,686.0
2014-01-20,693.5
2014-01-17,701.0
2014-01-16,756.67
2014-01-15,754.33
2014-01-14,755.67
2014-01-13,713.67
2014-01-10,717.33
2014-01-09,691.0
2014-01-08,705.0
2014-01-07,687.67
2014-01-06,675.67
2014-01-03,703.0
2014-01-02,646.67
