date,cocoa_price_euro,Brent_Price,precipitation,soil_moisture
2019-04-08,419.0,71.12,7.33,0.48
2019-04-05,414.33,69.93,12.85,0.49
2019-04-04,409.67,69.8,8.57,0.48
2019-04-03,375.0,69.21,10.94,0.47
2019-04-02,359.33,69.68,8.37,0.45
2019-04-01,318.67,69.08,2.21,0.45
2019-03-29,274.0,67.93,6.56,0.45
2019-03-28,252.0,66.08,4.02,0.45
2019-03-27,247.0,67.35,7.61,0.44
2019-03-26,235.33,67.51,0.85,0.44
2019-03-25,227.67,67.37,3.85,0.44
2019-03-22,166.0,66.29,3.55,0.45
2019-03-21,146.67,68.3,1.16,0.45
2019-03-20,160.0,68.35,15.45,0.43
2019-03-19,214.67,67.13,0.92,0.41
2019-03-18,203.0,66.65,2.23,0.42
2019-03-15,215.67,66.11,2.25,0.4
2019-03-14,227.33,66.18,0.37,0.4
2019-03-13,227.67,65.89,0.14,0.4
2019-03-12,227.33,65.33,0.4,0.41
2019-03-11,215.33,65.06,0.02,0.41
2019-03-08,218.67,65.66,0.02,0.41
2019-03-07,197.33,64.82,0.09,0.41
2019-03-06,259.67,64.51,0.05,0.41
2019-03-05,176.0,64.24,0.06,0.41
2019-03-04,174.67,64.44,0.0,0.41
2019-03-01,236.67,63.71,0.0,0.42
2019-02-28,268.67,65.03,0.0,0.42
2019-02-27,329.0,65.55,0.07,0.43
2019-02-26,303.0,64.51,0.11,0.43
2019-02-25,276.0,64.02,0.35,0.44
2019-02-22,308.0,66.91,0.01,0.45
2019-02-21,294.67,66.91,0.09,0.45
2019-02-20,330.0,66.82,0.37,0.46
2019-02-19,368.0,65.86,10.75,0.45
2019-02-18,357.5,66.41,8.46,0.43
2019-02-15,347.0,65.65,0.0,0.43
2019-02-14,265.0,64.0,0.0,0.43
2019-02-13,278.33,63.27,0.0,0.44
2019-02-12,254.33,62.58,0.0,0.44
2019-02-11,247.0,61.3,0.0,0.45
2019-02-08,226.0,61.37,0.05,0.47
2019-02-07,246.33,61.01,0.22,0.48
2019-02-06,277.67,62.22,0.76,0.49
2019-02-05,248.0,61.67,8.29,0.5
2019-02-04,249.33,62.26,9.73,0.47
2019-02-01,212.0,61.86,5.93,0.43
2019-01-31,199.33,62.46,3.71,0.42
2019-01-30,204.67,61.89,0.01,0.42
2019-01-29,244.67,60.98,0.0,0.42
2019-01-28,280.0,59.71,0.0,0.42
2019-01-25,253.33,61.49,0.01,0.43
2019-01-24,283.33,61.09,0.0,0.43
2019-01-23,276.0,61.05,0.0,0.44
2019-01-22,273.67,60.9,0.0,0.44
2019-01-21,304.67,62.18,0.0,0.45
2019-01-18,335.67,62.04,3.76,0.44
2019-01-17,370.0,59.85,1.14,0.44
2019-01-16,348.33,59.81,0.24,0.44
2019-01-15,300.0,58.65,0.01,0.44
2019-01-14,368.67,58.8,0.0,0.44
2019-01-11,391.0,59.24,0.04,0.44
2019-01-10,399.0,60.47,0.0,0.44
2019-01-09,390.0,59.46,0.0,0.45
2019-01-08,410.0,56.91,0.0,0.45
2019-01-07,433.0,57.1,0.0,0.45
2019-01-04,389.0,55.64,0.0,0.45
2019-01-03,425.0,53.23,0.0,0.45
2019-01-02,422.0,54.06,0.0,0.45
2018-12-31,440.67,,0.0,0.46
2018-12-28,417.67,50.57,0.0,0.47
2018-12-27,388.0,51.49,0.0,0.47
2018-12-26,451.67,,0.0,0.47
2018-12-24,333.67,,0.0,0.48
2018-12-21,289.67,51.93,4.94,0.48
2018-12-20,287.0,52.84,0.68,0.48
2018-12-19,325.67,55.6,0.13,0.48
2018-12-18,302.67,55.26,0.0,0.48
2018-12-17,243.33,57.59,0.0,0.49
2018-12-14,250.0,58.56,1.04,0.51
2018-12-13,249.33,59.03,4.02,0.51
2018-12-12,179.67,59.94,4.24,0.5
2018-12-11,123.67,59.73,0.0,0.49
2018-12-10,212.0,60.29,0.0,0.5
2018-12-07,243.33,61.71,0.0,0.51
2018-12-06,148.0,57.83,0.68,0.52
2018-12-05,123.0,61.4,0.15,0.52
2018-12-04,192.67,61.22,0.03,0.52
2018-12-03,210.0,60.17,0.01,0.52
2018-11-30,211.67,57.71,2.48,0.53
2018-11-29,183.67,58.29,0.83,0.53
2018-11-28,135.67,57.97,0.68,0.54
2018-11-27,152.33,59.58,1.61,0.54
2018-11-26,132.33,59.7,0.83,0.54
2018-11-23,137.0,57.69,0.61,0.55
2018-11-22,145.0,61.11,0.09,0.55
2018-11-21,153.0,61.65,0.44,0.56
2018-11-20,201.33,61.5,4.64,0.56
2018-11-19,216.0,64.14,2.99,0.55
2018-11-16,249.67,65.29,1.18,0.55
2018-11-15,221.67,65.61,3.25,0.55
2018-11-14,200.0,64.88,0.78,0.55
2018-11-13,241.33,65.45,0.34,0.56
2018-11-12,241.67,69.81,0.58,0.56
2018-11-09,273.67,69.01,0.63,0.58
2018-11-08,302.67,69.29,0.35,0.58
2018-11-07,396.0,70.1,0.66,0.59
2018-11-06,381.0,70.64,1.72,0.59
2018-11-05,325.67,72.68,2.56,0.59
2018-11-02,294.0,71.11,1.47,0.6
2018-11-01,284.33,71.25,4.01,0.61
2018-10-31,248.0,74.84,2.82,0.61
2018-10-30,229.0,75.68,7.17,0.62
2018-10-29,208.67,77.56,7.51,0.6
2018-10-26,261.33,77.4,0.42,0.59
2018-10-25,219.0,77.3,0.79,0.59
2018-10-24,163.67,77.34,0.35,0.6
2018-10-23,209.0,78.67,1.35,0.61
2018-10-22,233.67,80.45,6.68,0.6
2018-10-19,175.0,80.38,1.88,0.62
2018-10-18,161.67,80.3,3.01,0.62
2018-10-17,228.0,79.91,2.11,0.62
2018-10-16,202.33,80.53,8.57,0.62
2018-10-15,150.33,80.91,4.21,0.62
2018-10-12,167.67,80.71,0.33,0.61
2018-10-11,118.33,81.35,0.65,0.62
2018-10-10,115.0,83.82,0.56,0.62
2018-10-09,145.0,85.16,0.32,0.63
2018-10-08,116.33,84.22,0.22,0.64
2018-10-05,57.0,85.12,6.07,0.64
2018-10-04,30.67,86.07,2.37,0.65
2018-10-03,36.67,85.45,0.91,0.66
2018-10-02,97.0,85.63,1.93,0.68
2018-10-01,20.67,84.94,43.16,0.68
2018-09-28,87.33,82.72,3.45,0.62
2018-09-27,141.67,81.54,1.17,0.63
2018-09-26,183.0,81.87,19.78,0.62
2018-09-25,210.67,82.21,0.92,0.61
2018-09-24,249.33,80.89,2.31,0.62
2018-09-21,182.0,78.9,2.96,0.59
2018-09-20,223.0,79.03,3.0,0.59
2018-09-19,207.33,79.43,2.53,0.59
2018-09-18,260.0,79.25,3.33,0.59
2018-09-17,251.67,78.22,2.83,0.59
2018-09-14,232.67,77.87,0.59,0.62
2018-09-13,319.0,77.66,6.0,0.62
2018-09-12,328.67,80.02,7.48,0.62
2018-09-11,299.33,78.22,5.58,0.62
2018-09-10,313.33,76.77,4.77,0.62
2018-09-07,273.0,75.55,8.33,0.62
2018-09-06,295.33,75.67,3.88,0.61
2018-09-05,316.0,76.68,9.14,0.62
2018-09-04,338.0,77.51,5.68,0.62
2018-09-03,340.5,77.81,13.43,0.62
2018-08-31,343.0,76.94,6.94,0.6
2018-08-30,290.33,77.05,4.39,0.6
2018-08-29,359.67,76.07,6.49,0.61
2018-08-28,332.0,75.91,2.47,0.62
2018-08-27,350.67,74.41,5.82,0.63
2018-08-24,370.0,74.41,7.96,0.59
2018-08-23,347.33,73.73,10.72,0.6
2018-08-22,318.33,72.96,20.89,0.57
2018-08-21,266.33,71.65,3.62,0.56
2018-08-20,203.67,71.11,7.33,0.56
2018-08-17,161.33,70.14,10.85,0.52
2018-08-16,170.33,69.21,1.58,0.52
2018-08-15,156.0,68.38,3.39,0.53
2018-08-14,132.67,70.77,5.45,0.52
2018-08-13,133.0,70.62,3.46,0.52
2018-08-10,116.33,71.0,4.62,0.52
2018-08-09,119.33,70.55,2.32,0.52
2018-08-08,146.0,70.71,1.96,0.52
2018-08-07,136.67,72.31,1.29,0.52
2018-08-06,162.0,72.51,0.38,0.52
2018-08-03,99.0,72.48,0.75,0.53
2018-08-02,126.0,72.95,0.32,0.53
2018-08-01,121.67,72.28,0.2,0.54
2018-07-31,199.0,74.16,0.06,0.55
2018-07-30,266.33,74.99,0.66,0.55
2018-07-27,262.33,74.84,0.11,0.58
2018-07-26,331.33,74.51,1.78,0.59
2018-07-25,278.0,73.67,10.02,0.58
2018-07-24,278.33,73.53,7.54,0.57
2018-07-23,321.67,73.45,1.57,0.57
2018-07-20,346.0,71.99,4.05,0.57
2018-07-19,316.33,71.94,0.73,0.58
2018-07-18,360.33,70.52,8.41,0.58
2018-07-17,419.67,70.87,4.04,0.57
2018-07-16,417.33,71.03,1.97,0.57
2018-07-13,523.33,74.11,2.93,0.59
2018-07-12,488.33,72.11,5.49,0.59
2018-07-11,486.67,75.35,1.48,0.59
2018-07-10,515.33,77.8,0.55,0.59
2018-07-09,466.0,77.08,3.33,0.6
2018-07-06,481.33,74.98,20.41,0.62
2018-07-05,492.0,77.09,6.36,0.6
2018-07-04,479.5,76.99,5.08,0.61
2018-07-03,467.0,75.87,1.94,0.62
2018-07-02,511.33,76.71,15.94,0.63
2018-06-29,521.33,77.44,6.46,0.62
2018-06-28,464.67,76.26,5.57,0.63
2018-06-27,397.67,76.09,8.08,0.64
2018-06-26,490.33,73.58,7.91,0.65
2018-06-25,508.0,72.82,28.22,0.66
2018-06-22,533.33,73.67,37.02,0.63
2018-06-21,531.67,72.87,4.31,0.6
2018-06-20,570.0,74.25,2.17,0.62
2018-06-19,469.33,74.92,30.16,0.61
2018-06-18,487.33,74.87,22.7,0.56
2018-06-15,528.33,72.02,6.93,0.49
2018-06-14,438.67,74.77,2.49,0.49
2018-06-13,393.33,75.07,2.55,0.5
2018-06-12,429.67,74.86,2.18,0.5
2018-06-11,403.33,74.58,8.35,0.51
2018-06-08,410.67,75.11,4.4,0.49
2018-06-07,320.33,75.23,4.45,0.49
2018-06-06,345.0,73.23,0.49,0.49
2018-06-05,346.0,72.91,1.3,0.5
2018-06-04,395.0,73.41,2.02,0.51
2018-06-01,495.33,74.54,6.1,0.52
2018-05-31,499.67,76.45,5.92,0.51
2018-05-30,572.33,75.89,4.22,0.51
2018-05-29,539.33,74.51,4.59,0.51
2018-05-25,597.0,76.6,2.28,0.5
2018-05-24,639.67,78.9,2.9,0.5
2018-05-23,654.33,78.69,5.96,0.5
2018-05-22,629.33,80.42,4.64,0.5
2018-05-21,652.67,78.34,2.6,0.5
2018-05-18,687.33,78.38,0.65,0.53
2018-05-17,656.67,80.09,25.54,0.49
2018-05-16,751.33,78.19,3.54,0.48
2018-05-15,688.33,78.94,1.56,0.49
2018-05-14,792.0,78.17,0.46,0.5
2018-05-11,819.0,77.37,11.28,0.52
2018-05-10,774.0,77.59,5.37,0.51
2018-05-09,785.33,77.6,2.38,0.51
2018-05-08,789.33,74.16,2.25,0.52
2018-05-07,868.67,74.75,0.48,0.52
2018-05-04,794.0,74.75,9.53,0.5
2018-05-03,847.33,73.45,4.02,0.5
2018-05-02,825.67,73.14,2.96,0.51
2018-05-01,898.67,74.85,3.95,0.51
2018-04-30,822.33,75.92,4.3,0.51
2018-04-27,823.33,75.33,2.94,0.53
2018-04-26,796.67,75.39,27.84,0.52
2018-04-25,841.33,73.79,3.66,0.48
2018-04-24,821.0,75.86,2.14,0.49
2018-04-23,744.67,74.54,5.79,0.49
2018-04-20,743.33,74.62,8.97,0.52
2018-04-19,810.67,74.85,11.61,0.51
2018-04-18,812.33,73.73,9.16,0.49
2018-04-17,714.33,71.71,8.52,0.48
2018-04-16,723.67,73.18,7.67,0.48
2018-04-13,572.67,73.18,19.34,0.46
2018-04-12,560.33,71.44,1.87,0.45
2018-04-11,581.0,72.74,0.27,0.45
2018-04-10,530.67,70.67,1.07,0.45
2018-04-09,542.0,68.19,0.49,0.45
2018-04-06,490.33,66.51,1.01,0.46
2018-04-05,531.33,66.54,5.4,0.46
2018-04-04,521.33,66.04,1.72,0.46
2018-04-03,525.33,69.02,0.32,0.47
2018-04-02,650.67,69.02,0.02,0.47
2018-03-29,573.0,69.02,0.22,0.46
2018-03-28,612.33,68.13,0.28,0.47
2018-03-27,586.67,68.63,1.0,0.48
2018-03-26,653.33,68.81,2.44,0.48
2018-03-23,654.33,69.03,0.88,0.5
2018-03-22,553.67,68.98,9.75,0.5
2018-03-21,554.33,68.15,4.2,0.49
2018-03-20,512.0,66.0,2.3,0.5
2018-03-19,466.67,64.82,3.11,0.51
2018-03-16,548.0,64.68,33.65,0.5
2018-03-15,550.0,63.67,7.92,0.47
2018-03-14,564.67,63.61,2.99,0.47
2018-03-13,552.33,64.2,4.77,0.47
2018-03-12,560.0,64.53,5.63,0.47
2018-03-09,478.67,65.19,1.57,0.47
2018-03-08,504.0,63.87,0.84,0.48
2018-03-07,457.0,65.09,6.7,0.48
2018-03-06,453.67,65.67,17.04,0.48
2018-03-05,460.67,65.78,3.02,0.46
2018-03-02,346.0,64.26,1.32,0.49
2018-03-01,279.0,64.23,3.27,0.5
2018-02-28,239.33,66.08,2.91,0.51
2018-02-27,244.0,67.59,8.91,0.51
2018-02-26,230.33,67.96,14.51,0.5
2018-02-23,218.0,67.04,2.2,0.49
2018-02-22,176.0,66.12,0.34,0.51
2018-02-21,192.67,64.81,8.46,0.52
2018-02-20,168.67,64.68,53.8,0.45
2018-02-19,159.0,64.95,9.25,0.4
2018-02-16,149.33,64.3,0.13,0.38
2018-02-15,148.0,62.86,1.02,0.38
2018-02-14,105.67,62.29,0.0,0.38
2018-02-13,32.0,61.94,0.0,0.38
2018-02-12,995.67,62.2,0.0,0.39
2018-02-09,59.0,63.04,0.0,0.39
2018-02-08,53.0,64.26,0.0,0.39
2018-02-07,39.0,65.74,0.01,0.4
2018-02-06,60.33,66.75,0.01,0.4
2018-02-05,61.67,67.69,0.02,0.4
2018-02-02,74.33,67.45,0.64,0.4
2018-02-01,36.0,68.6,0.06,0.4
2018-01-31,3.33,67.78,0.0,0.4
2018-01-30,990.33,67.78,0.0,0.4
2018-01-29,961.33,68.41,0.07,0.4
2018-01-26,8.67,70.08,0.0,0.4
2018-01-25,972.67,71.08,0.0,0.4
2018-01-24,980.0,69.91,0.01,0.4
2018-01-23,946.33,69.81,0.01,0.41
2018-01-22,960.67,69.32,0.0,0.41
2018-01-19,945.33,68.56,0.01,0.41
2018-01-18,999.33,69.48,0.04,0.41
2018-01-17,4.67,69.19,0.11,0.41
2018-01-16,948.33,69.4,0.01,0.41
2018-01-15,937.67,70.31,0.0,0.41
2018-01-12,927.0,69.64,0.0,0.41
2018-01-11,933.67,70.36,0.0,0.41
2018-01-10,949.33,69.79,0.04,0.41
2018-01-09,908.33,69.08,0.38,0.42
2018-01-08,912.0,68.48,0.32,0.42
2018-01-05,897.0,68.01,0.0,0.42
2018-01-04,899.67,68.73,0.0,0.42
2018-01-03,893.67,67.85,0.0,0.42
2018-01-02,937.67,66.65,0.0,0.42
2017-12-29,893.67,66.73,0.0,0.43
2017-12-28,898.33,66.8,0.0,0.43
2017-12-27,868.67,66.03,0.0,0.43
2017-12-26,854.67,,0.0,0.43
2017-12-22,823.33,64.61,0.0,0.44
2017-12-21,911.0,64.64,0.16,0.44
2017-12-20,923.33,64.43,0.09,0.44
2017-12-19,907.33,63.69,0.13,0.44
2017-12-18,928.33,64.45,0.0,0.45
2017-12-15,885.33,63.81,0.72,0.45
2017-12-14,880.67,63.72,0.32,0.45
2017-12-13,899.67,63.66,0.0,0.45
2017-12-12,875.33,64.96,0.0,0.45
2017-12-11,916.33,65.62,0.0,0.45
2017-12-08,900.33,63.86,0.1,0.46
2017-12-07,878.67,62.37,0.06,0.46
2017-12-06,910.67,62.25,0.04,0.46
2017-12-05,940.67,63.45,0.07,0.46
2017-12-04,3.0,63.45,0.07,0.46
2017-12-01,42.33,64.57,0.0,0.47
2017-11-30,58.67,63.53,0.01,0.48
2017-11-29,111.33,63.74,0.0,0.48
2017-11-28,52.0,63.56,0.0,0.48
2017-11-27,71.33,63.25,0.01,0.49
2017-11-24,111.67,63.58,3.44,0.5
2017-11-23,119.5,63.27,1.81,0.5
2017-11-22,127.33,62.92,1.4,0.5
2017-11-21,120.0,62.28,1.28,0.5
2017-11-20,102.0,61.34,2.77,0.5
2017-11-17,139.0,61.34,2.17,0.51
2017-11-16,149.67,61.18,2.63,0.5
2017-11-15,148.0,61.25,1.14,0.5
2017-11-14,163.33,60.91,0.39,0.5
2017-11-13,199.33,62.94,0.24,0.51
2017-11-10,219.33,64.35,2.44,0.53
2017-11-09,185.33,64.49,2.4,0.53
2017-11-08,192.67,63.96,1.16,0.53
2017-11-07,158.0,64.36,1.2,0.53
2017-11-06,115.0,64.27,3.85,0.53
2017-11-03,54.0,61.42,1.15,0.52
2017-11-02,60.33,60.79,2.5,0.52
2017-11-01,122.0,60.98,1.23,0.52
2017-10-31,91.0,61.35,1.32,0.52
2017-10-30,115.33,60.65,0.72,0.53
2017-10-27,113.0,60.15,1.89,0.54
2017-10-26,125.0,58.75,2.43,0.53
2017-10-25,84.67,58.45,4.05,0.52
2017-10-24,90.33,57.84,1.18,0.52
2017-10-23,127.33,57.69,0.6,0.53
2017-10-20,129.33,57.89,0.8,0.55
2017-10-19,139.0,57.82,0.77,0.55
2017-10-18,77.0,58.05,1.01,0.55
2017-10-17,76.33,57.63,2.52,0.56
2017-10-16,59.67,57.49,0.73,0.57
2017-10-13,96.67,56.86,2.54,0.59
2017-10-12,103.33,56.13,2.77,0.59
2017-10-11,122.0,56.13,9.78,0.59
2017-10-10,56.0,56.62,4.58,0.59
2017-10-09,28.33,55.29,3.01,0.59
2017-10-06,88.0,55.5,6.82,0.59
2017-10-05,88.0,57.09,4.64,0.59
2017-10-04,75.0,56.0,6.29,0.59
2017-10-03,79.0,56.12,3.56,0.59
2017-10-02,40.0,55.67,7.29,0.6
2017-09-29,36.33,57.02,6.75,0.59
2017-09-28,979.67,58.8,5.31,0.59
2017-09-27,13.67,58.74,2.03,0.6
2017-09-26,971.33,59.77,7.35,0.6
2017-09-25,977.0,59.42,3.02,0.61
2017-09-22,985.67,58.16,15.6,0.55
2017-09-21,23.0,57.73,4.45,0.55
2017-09-20,5.67,57.2,3.87,0.55
2017-09-19,977.33,56.58,1.15,0.55
2017-09-18,982.67,55.5,3.28,0.56
2017-09-15,8.33,56.18,3.11,0.56
2017-09-14,978.67,56.76,1.02,0.57
2017-09-13,988.67,55.52,4.95,0.59
2017-09-12,961.0,55.06,6.18,0.59
2017-09-11,942.67,54.2,3.12,0.59
2017-09-08,946.33,54.55,33.6,0.6
2017-09-07,922.0,54.16,9.17,0.55
2017-09-06,932.33,54.48,2.13,0.55
2017-09-05,964.33,53.63,1.69,0.56
2017-09-04,968.0,52.6,6.6,0.57
2017-09-01,971.67,53.15,7.88,0.56
2017-08-31,944.0,52.69,7.95,0.56
2017-08-30,944.33,51.91,10.74,0.55
2017-08-29,975.67,51.64,3.4,0.55
2017-08-28,13.33,51.87,1.0,0.55
2017-08-25,939.33,51.87,8.22,0.55
2017-08-24,906.0,51.73,4.51,0.55
2017-08-23,889.33,52.31,0.48,0.55
2017-08-22,893.33,52.29,33.84,0.55
2017-08-21,918.67,51.94,1.5,0.5
2017-08-18,898.0,50.96,3.04,0.52
2017-08-17,888.33,50.37,1.45,0.52
2017-08-16,855.0,50.39,0.63,0.53
2017-08-15,881.67,49.9,10.56,0.53
2017-08-14,940.67,51.29,4.04,0.52
2017-08-11,985.0,51.47,0.99,0.53
2017-08-10,970.67,52.59,1.93,0.54
2017-08-09,8.33,52.16,2.28,0.54
2017-08-08,38.0,52.18,2.33,0.55
2017-08-07,41.67,51.42,0.92,0.55
2017-08-04,27.0,52.48,3.11,0.55
2017-08-03,84.67,52.88,8.35,0.55
2017-08-02,90.0,52.09,6.21,0.55
2017-08-01,44.33,50.77,11.21,0.55
2017-07-31,91.33,51.99,1.47,0.55
2017-07-28,83.33,52.0,5.01,0.54
2017-07-27,33.33,50.67,5.2,0.53
2017-07-26,948.67,50.08,2.92,0.53
2017-07-25,961.33,49.19,4.62,0.54
2017-07-24,1.33,47.81,2.75,0.54
2017-07-21,999.67,47.47,4.33,0.53
2017-07-20,988.0,48.54,2.86,0.53
2017-07-19,972.67,48.34,7.02,0.53
2017-07-18,942.67,47.92,4.1,0.52
2017-07-17,940.67,47.66,1.29,0.52
2017-07-14,943.0,47.89,1.98,0.54
2017-07-13,909.33,47.65,0.4,0.55
2017-07-12,851.33,46.73,0.3,0.56
2017-07-11,844.0,46.68,1.02,0.58
2017-07-10,865.0,46.57,11.39,0.58
2017-07-07,901.0,46.47,6.54,0.57
2017-07-06,951.33,48.53,2.86,0.57
2017-07-05,975.67,47.58,7.68,0.57
2017-07-04,983.67,49.15,6.02,0.57
2017-07-03,991.67,49.13,5.07,0.58
2017-06-30,956.33,47.08,2.48,0.58
2017-06-29,886.33,47.02,8.59,0.59
2017-06-28,907.33,46.45,2.2,0.59
2017-06-27,888.0,46.17,9.28,0.59
2017-06-26,868.33,44.09,1.52,0.6
2017-06-23,901.67,44.14,2.51,0.55
2017-06-22,853.0,44.46,0.24,0.56
2017-06-21,872.0,44.62,10.06,0.58
2017-06-20,943.33,43.98,16.18,0.55
2017-06-19,961.33,45.93,6.51,0.55
2017-06-16,53.0,45.7,9.51,0.58
2017-06-15,90.33,45.61,8.98,0.58
2017-06-14,64.0,45.47,14.98,0.58
2017-06-13,39.67,46.95,13.37,0.56
2017-06-12,76.67,47.18,9.83,0.55
2017-06-09,43.33,46.64,5.89,0.48
2017-06-08,992.33,46.3,2.38,0.48
2017-06-07,985.0,47.08,2.03,0.49
2017-06-06,0.33,48.11,7.29,0.49
2017-06-05,6.0,48.25,4.86,0.49
2017-06-02,13.0,48.46,3.2,0.48
2017-06-01,39.0,50.41,0.93,0.49
2017-05-31,54.33,49.4,5.37,0.5
2017-05-30,43.33,50.65,15.17,0.49
2017-05-26,926.0,50.84,0.97,0.48
2017-05-25,903.67,52.25,5.89,0.49
2017-05-24,913.33,53.29,6.96,0.48
2017-05-23,25.67,53.19,2.13,0.48
2017-05-22,45.33,53.35,2.3,0.49
2017-05-19,39.33,52.78,12.62,0.5
2017-05-18,97.33,51.71,9.41,0.48
2017-05-17,64.0,51.76,1.99,0.47
2017-05-16,46.67,51.21,0.87,0.48
2017-05-15,57.0,51.29,2.98,0.48
2017-05-12,16.0,49.08,10.87,0.47
2017-05-11,965.67,49.18,5.36,0.45
2017-05-10,966.0,48.09,1.27,0.45
2017-05-09,973.67,47.06,1.15,0.46
2017-05-08,963.67,46.61,5.54,0.47
2017-05-05,877.67,47.45,1.84,0.48
2017-05-04,850.67,47.53,10.12,0.48
2017-05-03,797.33,48.82,4.53,0.46
2017-05-02,822.0,49.31,2.77,0.47
2017-05-01,830.33,50.41,0.52,0.47
2017-04-28,842.67,49.46,8.83,0.49
2017-04-27,878.0,49.46,4.95,0.49
2017-04-26,885.33,49.99,7.1,0.49
2017-04-25,862.0,49.37,9.54,0.48
2017-04-24,828.33,49.45,5.06,0.47
2017-04-21,859.0,49.93,12.98,0.48
2017-04-20,810.33,50.66,11.3,0.46
2017-04-19,883.67,52.43,3.44,0.45
2017-04-18,934.0,52.6,3.17,0.45
2017-04-17,935.0,54.79,3.9,0.45
2017-04-13,909.33,55.05,0.01,0.46
2017-04-12,955.0,54.75,0.23,0.47
2017-04-11,984.0,54.73,0.14,0.47
2017-04-10,962.33,54.79,4.13,0.48
2017-04-07,15.33,54.24,3.85,0.47
2017-04-06,83.33,53.62,6.28,0.48
2017-04-05,114.0,53.41,1.88,0.47
2017-04-04,109.0,53.08,1.63,0.48
2017-04-03,106.33,52.04,7.42,0.48
2017-03-31,91.33,52.2,0.54,0.49
2017-03-30,103.67,52.25,7.38,0.5
2017-03-29,94.67,51.36,8.65,0.49
2017-03-28,135.33,50.72,2.66,0.48
2017-03-27,156.33,50.12,3.38,0.48
2017-03-24,140.0,49.97,11.53,0.48
2017-03-23,177.33,50.17,4.09,0.48
2017-03-22,171.33,49.56,2.86,0.48
2017-03-21,162.0,50.14,5.84,0.47
2017-03-20,118.33,50.67,5.81,0.47
2017-03-17,28.33,50.58,3.7,0.45
2017-03-16,36.33,50.56,1.29,0.45
2017-03-15,53.0,50.63,1.18,0.45
2017-03-14,57.67,49.6,4.17,0.45
2017-03-13,19.33,50.1,2.48,0.45
2017-03-10,939.67,50.63,0.57,0.43
2017-03-09,909.0,50.65,0.17,0.44
2017-03-08,924.0,53.3,0.12,0.45
2017-03-07,923.33,54.61,1.07,0.45
2017-03-06,946.0,54.73,1.47,0.45
2017-03-03,963.67,54.12,1.19,0.45
2017-03-02,938.67,54.16,0.76,0.46
2017-03-01,923.67,55.72,0.82,0.46
2017-02-28,918.0,53.36,0.24,0.47
2017-02-27,995.0,54.65,0.97,0.48
2017-02-24,10.33,54.69,3.6,0.46
2017-02-23,38.33,55.82,4.93,0.46
2017-02-22,9.0,54.9,7.47,0.45
2017-02-21,12.0,56.34,0.49,0.44
2017-02-20,16.67,55.25,0.05,0.45
2017-02-17,21.33,54.48,0.54,0.45
2017-02-16,50.33,54.16,0.1,0.46
2017-02-15,993.33,54.57,0.01,0.47
2017-02-14,920.33,54.96,0.87,0.48
2017-02-13,915.67,54.15,15.27,0.47
2017-02-10,955.33,55.2,1.3,0.43
2017-02-09,990.0,53.98,0.0,0.43
2017-02-08,6.33,54.42,0.0,0.43
2017-02-07,17.67,53.79,0.0,0.44
2017-02-06,55.0,55.02,0.01,0.44
2017-02-03,79.0,55.92,0.22,0.45
2017-02-02,96.33,55.94,2.2,0.45
2017-02-01,115.67,55.79,1.14,0.44
2017-01-31,101.33,55.25,0.06,0.44
2017-01-30,83.67,54.77,0.0,0.44
2017-01-27,104.67,54.8,0.0,0.45
2017-01-26,142.33,55.89,0.0,0.45
2017-01-25,201.67,54.34,0.01,0.45
2017-01-24,206.0,54.7,0.01,0.46
2017-01-23,171.33,54.8,0.04,0.46
2017-01-20,141.0,55.04,1.04,0.47
2017-01-19,161.33,53.18,5.04,0.47
2017-01-18,222.0,53.77,2.84,0.46
2017-01-17,228.33,54.68,0.14,0.46
2017-01-16,212.67,54.3,0.0,0.46
2017-01-13,197.0,54.37,3.33,0.47
2017-01-12,208.33,54.51,0.37,0.47
2017-01-11,116.0,53.61,1.08,0.47
2017-01-10,196.33,53.2,0.01,0.47
2017-01-09,170.0,54.39,0.02,0.48
2017-01-06,248.33,55.9,0.0,0.48
2017-01-05,249.0,54.99,0.0,0.48
2017-01-04,224.67,54.57,0.0,0.48
2017-01-03,167.33,55.05,0.01,0.49
2016-12-30,127.67,54.96,0.0,0.5
2016-12-29,155.0,54.95,0.0,0.5
2016-12-28,198.67,53.93,0.0,0.5
2016-12-27,240.67,53.93,0.0,0.51
2016-12-23,253.67,53.93,0.0,0.52
2016-12-22,188.67,54.04,0.02,0.52
2016-12-21,269.67,53.01,0.03,0.52
2016-12-20,259.33,54.56,0.03,0.53
2016-12-19,291.0,53.53,0.01,0.53
2016-12-16,267.0,54.15,0.14,0.54
2016-12-15,242.33,51.72,0.13,0.55
2016-12-14,319.0,53.15,0.02,0.55
2016-12-13,286.33,53.28,0.48,0.55
2016-12-12,241.0,53.99,2.35,0.55
2016-12-09,176.33,52.19,0.8,0.57
2016-12-08,263.0,51.6,1.69,0.57
2016-12-07,318.0,51.9,0.37,0.58
2016-12-06,347.0,52.31,6.04,0.58
2016-12-05,362.67,53.3,2.49,0.57
2016-12-02,392.33,52.35,4.73,0.58
2016-12-01,397.33,52.28,0.49,0.58
2016-11-30,374.67,47.95,2.76,0.59
2016-11-29,409.0,44.68,3.3,0.59
2016-11-28,395.67,46.64,3.09,0.59
2016-11-25,408.33,46.32,1.48,0.59
