date,cocoa_price_euro,Brent_Price,precipitation,soil_moisture
2021-08-19,638.67,66.8,1.27,0.56
2021-08-18,678.67,68.61,0.4,0.57
2021-08-17,658.33,69.4,0.55,0.58
2021-08-16,627.67,70.07,0.57,0.59
2021-08-13,589.67,70.9,4.99,0.62
2021-08-12,567.33,71.79,17.5,0.6
2021-08-11,561.0,71.99,8.14,0.59
2021-08-10,517.33,71.14,3.34,0.58
2021-08-09,463.0,69.65,4.11,0.58
2021-08-06,462.33,71.02,1.61,0.59
2021-08-05,444.0,72.14,4.55,0.59
2021-08-04,436.0,70.99,3.85,0.59
2021-08-03,456.67,73.24,0.86,0.59
2021-08-02,400.67,73.91,0.59,0.61
2021-07-30,407.67,77.72,1.73,0.59
2021-07-29,460.0,76.3,4.01,0.59
2021-07-28,460.0,75.09,7.47,0.59
2021-07-27,421.0,74.87,3.54,0.59
2021-07-26,416.0,74.79,4.3,0.59
2021-07-23,367.67,74.86,3.45,0.59
2021-07-22,351.33,74.25,3.29,0.6
2021-07-21,309.0,72.54,1.2,0.61
2021-07-20,298.0,70.03,2.18,0.62
2021-07-19,287.67,69.33,6.41,0.63
2021-07-16,357.0,74.46,27.05,0.61
2021-07-15,406.0,74.53,18.91,0.59
2021-07-14,429.33,75.74,4.5,0.57
2021-07-13,429.67,77.5,1.38,0.58
2021-07-12,464.33,76.77,1.42,0.59
2021-07-09,375.33,77.14,7.37,0.6
2021-07-08,326.33,75.07,4.47,0.6
2021-07-07,349.67,74.31,1.78,0.61
2021-07-06,340.0,75.81,5.1,0.62
2021-07-05,352.33,78.34,5.63,0.62
2021-07-02,364.67,77.51,9.05,0.62
2021-07-01,396.33,76.69,10.3,0.62
2021-06-30,422.33,76.94,7.67,0.62
2021-06-29,421.33,75.38,4.18,0.62
2021-06-28,415.0,74.78,1.63,0.64
2021-06-25,408.0,76.45,16.69,0.68
2021-06-24,380.0,75.95,74.48,0.68
2021-06-23,406.33,75.22,28.04,0.58
2021-06-22,431.33,74.92,11.42,0.58
2021-06-21,413.33,74.49,10.39,0.56
2021-06-18,408.33,73.1,5.85,0.54
2021-06-17,420.0,72.92,1.19,0.55
2021-06-16,455.33,73.88,5.32,0.56
2021-06-15,455.33,73.38,20.02,0.55
2021-06-14,438.67,72.27,10.57,0.52
2021-06-11,397.33,72.05,2.49,0.55
2021-06-10,420.33,71.65,16.39,0.55
2021-06-09,393.33,71.31,13.37,0.52
2021-06-08,426.0,71.39,6.73,0.52
2021-06-07,402.67,70.89,5.53,0.52
2021-06-04,451.0,71.3,2.7,0.49
2021-06-03,446.0,70.71,2.92,0.5
2021-06-02,466.0,70.6,2.66,0.5
2021-06-01,461.0,70.03,0.74,0.52
2021-05-28,459.33,69.36,4.39,0.48
2021-05-27,468.0,69.43,5.43,0.48
2021-05-26,458.0,68.93,2.27,0.48
2021-05-25,426.67,68.8,3.44,0.48
2021-05-24,431.0,68.59,6.71,0.48
2021-05-21,490.0,66.72,5.57,0.48
2021-05-20,486.67,65.18,2.41,0.47
2021-05-19,513.67,66.88,1.81,0.48
2021-05-18,551.67,69.01,5.81,0.47
2021-05-17,565.33,69.62,2.06,0.47
2021-05-14,507.0,69.24,2.39,0.45
2021-05-13,536.33,67.36,1.17,0.46
2021-05-12,544.33,69.62,0.99,0.46
2021-05-11,506.33,68.83,0.87,0.46
2021-05-10,536.67,68.61,0.7,0.47
2021-05-07,484.33,68.73,0.13,0.48
2021-05-06,438.33,68.62,0.57,0.49
2021-05-05,426.67,69.71,2.36,0.49
2021-05-04,363.67,68.91,0.65,0.5
2021-05-03,380.67,,4.29,0.5
2021-04-30,406.67,67.73,0.72,0.51
2021-04-29,512.67,68.26,0.33,0.52
2021-04-28,489.33,67.08,3.17,0.53
2021-04-27,495.0,66.25,3.01,0.53
2021-04-26,499.67,65.5,0.78,0.54
2021-04-23,465.0,65.75,3.73,0.55
2021-04-22,460.67,65.07,2.41,0.55
2021-04-21,446.67,64.02,7.17,0.56
2021-04-20,435.67,65.34,2.13,0.57
2021-04-19,506.33,66.54,7.38,0.59
2021-04-16,474.0,65.98,11.21,0.55
2021-04-15,472.33,66.13,1.09,0.57
2021-04-14,446.67,66.11,75.12,0.57
2021-04-13,418.67,62.83,13.36,0.45
2021-04-12,394.33,62.38,2.63,0.45
2021-04-09,384.33,61.89,7.85,0.45
2021-04-08,387.0,62.09,3.25,0.45
2021-04-07,408.67,61.86,2.47,0.45
2021-04-06,408.67,61.47,2.64,0.44
2021-04-05,367.67,,3.19,0.44
2021-04-01,409.33,63.85,0.17,0.45
2021-03-31,385.0,63.52,0.43,0.45
2021-03-30,377.33,63.28,0.63,0.46
2021-03-29,451.0,64.06,2.89,0.46
2021-03-26,468.0,63.77,0.43,0.47
2021-03-25,475.0,61.21,0.65,0.48
2021-03-24,442.67,63.7,3.35,0.48
2021-03-23,460.0,59.96,2.17,0.48
2021-03-22,512.67,63.89,4.33,0.48
2021-03-19,498.67,64.0,0.99,0.48
2021-03-18,544.0,62.11,6.49,0.48
2021-03-17,516.33,67.73,13.29,0.45
2021-03-16,536.33,67.95,0.64,0.45
2021-03-15,539.33,68.78,0.74,0.45
2021-03-12,577.67,68.87,0.65,0.46
2021-03-11,590.67,69.34,8.79,0.46
2021-03-10,580.67,67.53,4.76,0.45
2021-03-09,552.67,67.03,6.76,0.45
2021-03-08,538.33,68.0,2.2,0.44
2021-03-05,547.0,69.95,1.54,0.43
2021-03-04,616.67,67.32,0.42,0.43
2021-03-03,651.33,64.7,0.19,0.43
2021-03-02,640.33,63.17,0.09,0.44
2021-03-01,644.0,64.56,0.36,0.44
2021-02-26,591.0,65.86,0.33,0.45
2021-02-25,607.33,66.69,0.1,0.45
2021-02-24,548.0,66.85,0.0,0.45
2021-02-23,487.33,65.16,0.0,0.46
2021-02-22,486.33,64.73,0.0,0.47
2021-02-19,436.67,62.84,0.24,0.5
2021-02-18,381.33,64.09,13.09,0.5
2021-02-17,374.67,65.02,6.35,0.49
2021-02-16,418.33,63.96,18.65,0.48
2021-02-15,290.53,63.58,13.26,0.44
2021-02-12,466.33,62.47,0.22,0.42
2021-02-11,434.0,61.09,0.09,0.43
2021-02-10,552.67,61.17,0.15,0.43
2021-02-09,485.67,60.74,0.11,0.43
2021-02-08,492.67,60.17,0.65,0.43
2021-02-05,509.0,59.48,0.37,0.43
2021-02-04,479.33,58.98,0.0,0.43
2021-02-03,475.33,58.61,0.0,0.44
2021-02-02,519.33,57.62,0.0,0.44
2021-02-01,512.0,56.42,0.0,0.44
2021-01-29,492.33,55.25,0.0,0.45
2021-01-28,477.33,54.87,0.0,0.45
2021-01-27,468.33,55.07,0.0,0.45
2021-01-26,506.67,55.26,0.0,0.45
2021-01-25,478.67,55.44,0.0,0.45
2021-01-22,503.0,55.22,0.0,0.45
2021-01-21,522.67,55.68,0.0,0.46
2021-01-20,532.0,55.66,0.01,0.46
2021-01-19,565.0,55.38,0.0,0.46
2021-01-18,532.83,54.21,0.0,0.47
2021-01-15,500.67,54.8,0.02,0.48
2021-01-14,480.0,55.76,0.04,0.48
2021-01-13,462.67,55.52,0.18,0.49
2021-01-12,467.67,55.98,1.32,0.49
2021-01-11,447.33,54.84,1.61,0.49
2021-01-08,469.67,55.51,0.39,0.5
2021-01-07,500.67,53.7,0.48,0.51
2021-01-06,455.33,53.8,0.25,0.51
2021-01-05,484.67,53.16,12.51,0.51
2021-01-04,512.33,50.37,7.21,0.49
2020-12-31,544.33,51.22,0.0,0.48
2020-12-30,534.0,50.74,0.0,0.49
2020-12-29,459.33,50.44,0.0,0.49
2020-12-28,502.0,50.88,0.0,0.5
2020-12-24,537.33,50.88,0.61,0.52
2020-12-23,511.33,51.05,0.03,0.52
2020-12-22,487.33,49.88,0.06,0.53
2020-12-21,510.67,50.61,0.5,0.55
2020-12-18,473.67,52.17,0.74,0.57
2020-12-17,514.33,51.2,12.14,0.57
2020-12-16,474.67,50.83,9.12,0.55
2020-12-15,499.67,50.77,12.45,0.54
2020-12-14,545.0,50.27,9.8,0.52
2020-12-11,575.33,50.01,1.8,0.51
2020-12-10,532.33,50.33,3.01,0.51
2020-12-09,517.0,48.81,3.2,0.51
2020-12-08,551.0,48.84,4.8,0.5
2020-12-07,594.67,48.63,0.92,0.5
2020-12-04,620.0,49.1,0.03,0.51
2020-12-03,617.0,48.37,0.11,0.52
2020-12-02,609.0,47.8,0.07,0.52
2020-12-01,652.33,47.03,0.09,0.52
2020-11-30,688.67,46.84,0.23,0.52
2020-11-27,701.33,46.88,0.05,0.53
2020-11-26,689.17,46.32,0.02,0.53
2020-11-25,677.0,47.3,0.1,0.53
2020-11-24,734.0,46.63,0.19,0.54
2020-11-23,718.33,45.0,0.08,0.54
2020-11-20,702.67,43.79,0.15,0.55
2020-11-19,635.33,43.09,0.31,0.55
2020-11-18,565.33,42.91,0.58,0.55
2020-11-17,501.67,42.54,0.37,0.55
2020-11-16,420.33,42.71,0.27,0.55
2020-11-13,369.33,41.51,0.03,0.57
2020-11-12,343.0,42.16,0.51,0.58
2020-11-11,362.67,42.5,2.18,0.58
2020-11-10,361.0,42.25,1.5,0.59
2020-11-09,381.67,40.93,2.27,0.59
2020-11-06,334.67,38.08,1.4,0.59
2020-11-05,309.67,39.47,3.1,0.59
2020-11-04,281.67,39.68,1.23,0.59
2020-11-03,290.67,38.17,0.79,0.59
2020-11-02,253.0,37.78,1.93,0.59
2020-10-30,298.0,36.33,0.14,0.6
2020-10-29,335.33,36.56,0.28,0.6
2020-10-28,373.0,37.86,0.32,0.61
2020-10-27,449.33,39.72,0.67,0.61
2020-10-26,497.33,39.06,0.58,0.62
2020-10-23,473.33,40.71,1.36,0.63
2020-10-22,463.0,41.28,1.38,0.64
2020-10-21,424.0,40.09,4.0,0.65
2020-10-20,387.0,41.62,6.4,0.65
2020-10-19,418.33,41.29,3.98,0.65
2020-10-16,359.33,41.34,7.44,0.68
2020-10-15,334.67,41.61,14.23,0.68
2020-10-14,382.0,41.81,11.14,0.67
2020-10-13,375.0,41.34,4.13,0.68
2020-10-12,429.67,40.5,30.42,0.69
2020-10-09,423.0,41.63,5.86,0.65
2020-10-08,468.67,42.0,9.9,0.65
2020-10-07,447.67,40.62,9.77,0.65
2020-10-06,423.67,41.27,5.43,0.63
2020-10-05,452.33,39.78,11.67,0.63
2020-10-02,459.33,38.0,6.92,0.61
2020-10-01,491.67,39.75,3.89,0.6
2020-09-30,520.67,40.3,4.26,0.6
2020-09-29,576.0,40.33,1.52,0.6
2020-09-28,573.33,41.59,1.38,0.61
2020-09-25,552.67,40.91,2.18,0.62
2020-09-24,580.33,41.24,13.68,0.62
2020-09-23,571.67,41.09,6.59,0.6
2020-09-22,538.0,40.84,1.29,0.61
2020-09-21,609.0,40.37,0.99,0.62
2020-09-18,634.33,42.16,1.65,0.62
2020-09-17,593.33,42.35,6.53,0.63
2020-09-16,590.0,41.23,7.59,0.63
2020-09-15,661.67,39.54,6.77,0.63
2020-09-14,539.0,38.57,3.42,0.65
2020-09-11,542.0,38.8,6.09,0.65
2020-09-10,525.67,39.27,5.01,0.66
2020-09-09,550.33,39.98,11.26,0.68
2020-09-08,545.0,38.53,33.84,0.64
2020-09-07,569.5,40.67,1.76,0.62
2020-09-04,594.0,41.1,8.52,0.6
2020-09-03,628.0,42.72,28.02,0.59
2020-09-02,684.33,42.7,5.68,0.55
2020-09-01,648.67,45.72,1.07,0.55
2020-08-31,638.67,,2.58,0.55
2020-08-28,332.04,45.22,9.86,0.55
2020-08-27,541.33,44.84,2.95,0.54
2020-08-26,466.67,45.79,0.82,0.55
2020-08-25,476.67,46.01,0.37,0.55
2020-08-24,455.67,44.43,0.23,0.56
2020-08-21,402.33,43.94,2.16,0.56
2020-08-20,400.67,44.56,1.64,0.57
2020-08-19,444.33,45.21,3.84,0.59
2020-08-18,437.67,45.34,7.99,0.58
2020-08-17,433.67,44.91,3.04,0.59
2020-08-14,449.0,44.86,6.49,0.54
2020-08-13,480.33,44.87,0.03,0.54
2020-08-12,458.67,45.09,0.25,0.55
2020-08-11,450.67,43.68,6.46,0.55
2020-08-10,482.67,44.19,0.66,0.54
2020-08-07,528.0,44.07,1.89,0.55
2020-08-06,498.67,45.04,1.22,0.55
2020-08-05,470.67,44.92,0.17,0.56
2020-08-04,443.33,43.99,0.23,0.57
2020-08-03,457.0,43.76,0.36,0.59
2020-07-31,399.0,43.13,7.58,0.57
2020-07-30,344.67,42.98,4.46,0.57
2020-07-29,331.0,43.51,1.65,0.57
2020-07-28,281.33,43.11,2.08,0.58
2020-07-27,275.67,43.39,2.29,0.59
2020-07-24,223.33,43.29,5.63,0.59
2020-07-23,201.33,42.96,7.41,0.6
2020-07-22,202.67,43.98,10.25,0.59
2020-07-21,179.0,44.31,8.36,0.58
2020-07-20,218.33,43.3,4.66,0.57
2020-07-17,167.33,43.53,2.45,0.58
2020-07-16,170.0,43.71,0.22,0.58
2020-07-15,147.0,43.96,0.4,0.59
2020-07-14,162.33,42.97,6.9,0.59
2020-07-13,190.67,42.85,2.61,0.59
2020-07-10,173.33,43.27,6.71,0.59
2020-07-09,154.0,42.35,2.17,0.59
2020-07-08,110.67,43.67,1.72,0.6
2020-07-07,152.67,43.28,1.01,0.61
2020-07-06,160.33,42.73,0.3,0.62
2020-07-03,165.83,42.92,17.45,0.62
2020-07-02,171.33,43.19,13.54,0.61
2020-07-01,163.33,42.18,6.59,0.6
2020-06-30,174.67,41.64,3.3,0.61
2020-06-29,226.0,41.58,14.54,0.61
2020-06-26,252.67,40.97,13.96,0.6
2020-06-25,349.33,41.18,19.33,0.57
2020-06-24,276.0,40.4,4.24,0.56
2020-06-23,261.33,42.72,2.74,0.56
2020-06-22,248.33,43.2,4.4,0.57
2020-06-19,225.33,42.33,3.72,0.59
2020-06-18,243.0,41.75,8.8,0.59
2020-06-17,223.33,40.47,8.37,0.58
2020-06-16,257.67,40.75,1.42,0.58
2020-06-15,254.33,39.44,2.34,0.59
2020-06-12,331.33,38.54,3.88,0.59
2020-06-11,318.0,37.76,6.21,0.61
2020-06-10,411.67,41.18,20.37,0.59
2020-06-09,433.0,40.45,11.36,0.56
2020-06-08,387.67,39.66,1.39,0.57
2020-06-05,386.0,41.0,9.91,0.55
2020-06-04,377.67,38.41,3.88,0.55
2020-06-03,381.0,37.98,2.04,0.55
2020-06-02,387.33,37.72,9.26,0.55
2020-06-01,452.67,36.74,6.22,0.54
2020-05-29,404.67,34.15,6.97,0.54
2020-05-28,384.67,33.98,4.33,0.54
2020-05-27,326.0,32.73,3.44,0.54
2020-05-26,366.33,33.95,7.94,0.55
2020-05-22,347.0,33.8,2.9,0.55
2020-05-21,312.0,34.78,2.27,0.56
2020-05-20,372.0,34.76,8.27,0.56
2020-05-19,390.67,33.06,3.42,0.57
2020-05-18,372.33,33.3,11.27,0.58
2020-05-15,360.0,30.95,2.07,0.52
2020-05-14,377.33,29.87,0.72,0.53
2020-05-13,416.67,27.89,0.36,0.54
2020-05-12,367.0,26.67,0.38,0.55
2020-05-11,432.0,25.53,21.93,0.54
2020-05-08,362.33,,4.37,0.52
2020-05-07,352.33,24.23,6.35,0.53
2020-05-06,337.33,24.2,5.57,0.52
2020-05-05,341.67,25.46,6.11,0.52
2020-05-04,353.0,20.4,5.97,0.52
2020-05-01,374.67,18.49,0.94,0.52
2020-04-30,386.0,18.11,9.6,0.52
2020-04-29,357.33,17.86,4.74,0.51
2020-04-28,331.33,15.6,2.36,0.52
2020-04-27,309.67,15.17,1.15,0.52
2020-04-24,315.33,15.87,2.87,0.52
2020-04-23,348.0,15.06,6.32,0.51
2020-04-22,351.33,13.77,0.63,0.51
2020-04-21,309.33,9.12,0.83,0.52
2020-04-20,340.33,17.36,11.31,0.52
2020-04-17,347.67,19.75,0.35,0.5
2020-04-16,257.67,18.69,0.21,0.52
2020-04-15,228.0,19.8,2.37,0.52
2020-04-14,269.33,21.74,4.05,0.52
2020-04-13,266.67,,0.93,0.53
2020-04-09,305.0,20.23,5.96,0.56
2020-04-08,368.67,25.22,10.16,0.55
2020-04-07,394.0,22.1,9.99,0.55
2020-04-06,361.33,22.58,8.91,0.53
2020-04-03,260.0,24.33,3.19,0.51
2020-04-02,280.0,20.24,1.07,0.52
2020-04-01,245.67,14.97,8.05,0.52
2020-03-31,254.33,14.85,1.02,0.5
2020-03-30,264.67,19.19,0.34,0.51
2020-03-27,268.33,22.39,1.72,0.53
2020-03-26,255.0,23.55,4.12,0.54
2020-03-25,248.0,25.62,2.78,0.55
2020-03-24,263.0,24.5,7.81,0.55
2020-03-23,243.67,23.75,14.8,0.55
2020-03-20,218.0,25.55,2.19,0.52
2020-03-19,217.0,23.98,1.8,0.52
2020-03-18,264.67,22.79,14.57,0.52
2020-03-17,306.67,27.97,4.12,0.51
2020-03-16,337.33,27.98,0.11,0.52
2020-03-13,418.0,32.25,0.07,0.53
2020-03-12,496.0,31.02,0.05,0.55
2020-03-11,611.33,34.45,1.31,0.57
2020-03-10,595.33,35.57,48.14,0.52
2020-03-09,550.67,35.33,11.58,0.47
2020-03-06,575.67,45.6,2.32,0.48
2020-03-05,606.67,51.29,4.34,0.47
2020-03-04,633.67,51.86,2.06,0.47
2020-03-03,664.0,52.24,2.37,0.48
2020-03-02,658.33,52.52,1.37,0.48
2020-02-28,678.33,51.31,12.64,0.46
2020-02-27,747.0,52.19,9.17,0.45
2020-02-26,739.33,54.96,0.03,0.44
2020-02-25,809.33,55.29,3.05,0.44
2020-02-24,816.67,56.71,0.23,0.44
2020-02-21,842.0,58.6,0.85,0.44
2020-02-20,863.67,59.57,0.25,0.44
2020-02-19,850.0,59.72,0.14,0.44
2020-02-18,848.33,57.35,0.03,0.44
2020-02-17,871.83,57.83,0.0,0.44
2020-02-14,895.33,57.37,0.0,0.45
2020-02-13,929.33,56.34,0.0,0.45
2020-02-12,879.33,55.54,0.0,0.45
2020-02-11,901.67,54.0,1.43,0.45
2020-02-10,898.0,53.39,1.66,0.45
2020-02-07,894.67,54.53,0.0,0.46
2020-02-06,867.0,55.18,0.0,0.46
2020-02-05,805.33,55.36,0.0,0.46
2020-02-04,770.0,53.9,0.0,0.47
2020-02-03,752.33,54.0,0.0,0.47
2020-01-31,794.67,57.77,0.0,0.48
2020-01-30,827.0,57.72,0.0,0.48
2020-01-29,748.67,59.46,0.0,0.48
2020-01-28,721.33,59.37,0.0,0.48
2020-01-27,763.33,58.54,0.0,0.49
2020-01-24,755.0,59.34,0.0,0.5
2020-01-23,786.67,61.26,0.02,0.5
2020-01-22,817.33,62.11,0.44,0.5
2020-01-21,825.0,63.66,0.37,0.5
2020-01-20,820.33,64.63,0.02,0.5
2020-01-17,815.67,64.05,0.0,0.51
2020-01-16,734.33,64.63,0.0,0.51
2020-01-15,710.67,63.29,0.0,0.52
2020-01-14,663.33,64.45,0.0,0.52
2020-01-13,599.67,64.14,0.0,0.52
2020-01-10,602.67,66.77,0.0,0.52
2020-01-09,566.67,66.58,0.0,0.53
2020-01-08,509.33,67.31,0.0,0.53
2020-01-07,539.0,68.74,0.0,0.53
2020-01-06,492.67,70.25,0.0,0.53
2020-01-03,527.67,69.08,0.0,0.54
2020-01-02,526.33,67.05,0.0,0.55
2019-12-31,538.33,67.77,0.0,0.55
2019-12-30,467.67,68.3,0.0,0.55
2019-12-27,493.0,68.91,0.01,0.56
2019-12-26,410.67,69.26,0.0,0.57
2019-12-24,435.33,69.26,0.0,0.58
2019-12-23,424.67,67.49,0.0,0.58
2019-12-20,422.33,68.66,0.0,0.59
2019-12-19,448.33,69.7,0.02,0.59
2019-12-18,509.67,69.12,0.03,0.59
2019-12-17,546.33,68.99,0.03,0.6
2019-12-16,559.0,68.04,0.4,0.61
2019-12-13,583.67,67.44,1.77,0.61
2019-12-12,543.0,66.67,0.38,0.61
2019-12-11,576.0,65.37,0.05,0.62
2019-12-10,597.33,66.57,0.15,0.62
2019-12-09,605.67,66.44,0.95,0.62
2019-12-06,616.0,66.5,0.37,0.62
2019-12-05,600.33,65.67,0.16,0.62
2019-12-04,565.33,65.25,0.08,0.62
2019-12-03,579.0,62.95,0.47,0.62
2019-12-02,555.33,63.2,0.26,0.63
2019-11-29,582.0,64.5,0.47,0.64
2019-11-28,595.0,64.68,0.88,0.64
2019-11-27,608.0,65.03,0.54,0.65
2019-11-26,662.33,64.82,1.04,0.65
2019-11-25,616.0,64.67,1.68,0.65
2019-11-22,629.33,64.83,0.74,0.65
2019-11-21,652.33,64.99,0.0,0.66
2019-11-20,643.33,63.8,0.02,0.66
2019-11-19,661.67,62.37,0.22,0.66
2019-11-18,673.33,62.82,0.11,0.67
2019-11-15,686.0,63.32,3.72,0.68
2019-11-14,701.33,62.46,10.76,0.67
2019-11-13,672.0,62.27,5.38,0.66
2019-11-12,624.0,62.19,3.8,0.66
2019-11-11,521.0,62.58,0.32,0.66
2019-11-08,507.0,62.0,1.73,0.68
2019-11-07,450.0,62.6,1.61,0.68
2019-11-06,468.67,62.11,0.37,0.69
2019-11-05,503.33,62.72,0.88,0.7
2019-11-04,496.33,62.52,3.3,0.7
2019-11-01,485.0,60.17,1.81,0.72
2019-10-31,435.33,59.3,12.57,0.73
2019-10-30,488.33,60.22,3.23,0.73
2019-10-29,512.0,61.05,54.07,0.74
2019-10-28,495.33,60.39,7.18,0.67
2019-10-25,470.0,62.06,2.53,0.68
2019-10-24,493.33,61.71,1.94,0.69
2019-10-23,483.33,60.52,9.63,0.68
2019-10-22,478.67,60.5,5.27,0.67
2019-10-21,494.67,58.95,3.16,0.67
2019-10-18,500.0,59.96,3.33,0.67
2019-10-17,511.0,59.35,1.44,0.68
2019-10-16,524.0,59.3,1.73,0.68
2019-10-15,531.0,59.19,0.83,0.69
2019-10-14,467.0,58.81,2.6,0.7
2019-10-11,510.33,60.59,6.58,0.68
2019-10-10,469.67,59.08,3.15,0.68
2019-10-09,418.0,59.7,5.0,0.69
2019-10-08,460.33,58.14,4.28,0.7
2019-10-07,441.33,59.46,5.64,0.7
2019-10-04,488.0,59.13,2.74,0.66
2019-10-03,527.0,58.01,2.47,0.66
2019-10-02,486.67,57.92,3.44,0.67
2019-10-01,458.0,60.06,3.12,0.67
2019-09-30,460.33,60.99,1.17,0.68
2019-09-27,483.67,62.48,7.27,0.69
2019-09-26,502.33,62.08,6.48,0.7
2019-09-25,480.33,62.41,7.19,0.69
2019-09-24,451.67,64.13,9.18,0.7
2019-09-23,464.0,64.66,11.11,0.7
2019-09-20,478.67,65.23,9.32,0.69
2019-09-19,468.0,64.25,7.56,0.68
2019-09-18,406.67,64.29,10.61,0.69
2019-09-17,401.33,65.59,4.01,0.69
2019-09-16,374.67,68.42,17.34,0.69
2019-09-13,332.0,61.25,2.36,0.69
2019-09-12,315.67,60.76,2.49,0.7
2019-09-11,306.33,63.02,3.65,0.73
2019-09-10,293.0,64.67,9.76,0.76
2019-09-09,302.0,63.99,30.41,0.77
2019-09-06,272.0,61.28,19.0,0.65
2019-09-05,238.33,62.7,11.65,0.62
2019-09-04,275.0,60.68,3.41,0.62
2019-09-03,245.33,57.93,4.13,0.63
2019-09-02,236.83,58.55,6.62,0.64
2019-08-30,228.33,61.04,4.7,0.66
2019-08-29,199.33,60.59,9.58,0.68
2019-08-28,257.0,60.42,30.95,0.67
2019-08-27,260.0,58.44,42.9,0.64
2019-08-26,249.33,58.64,12.97,0.58
2019-08-23,243.67,58.64,2.83,0.59
2019-08-22,238.67,59.81,1.25,0.6
2019-08-21,215.33,60.6,7.39,0.62
2019-08-20,186.67,59.03,28.56,0.61
2019-08-19,208.67,59.79,4.63,0.59
2019-08-16,212.0,59.0,4.44,0.52
2019-08-15,218.0,57.37,3.36,0.52
2019-08-14,203.0,57.86,4.27,0.52
2019-08-13,194.33,59.9,3.72,0.52
2019-08-12,240.0,57.13,0.95,0.52
2019-08-09,237.67,57.37,5.73,0.54
2019-08-08,239.0,56.29,3.91,0.53
2019-08-07,264.33,55.03,0.91,0.54
2019-08-06,291.67,58.63,6.17,0.55
2019-08-05,336.33,59.32,2.75,0.55
2019-08-02,344.33,61.12,9.43,0.55
2019-08-01,366.0,62.9,5.02,0.55
2019-07-31,378.33,64.07,1.44,0.55
2019-07-30,408.0,62.55,2.82,0.57
2019-07-29,418.33,62.29,9.65,0.57
2019-07-26,431.67,62.46,4.38,0.55
2019-07-25,480.33,63.47,4.02,0.55
2019-07-24,499.0,63.83,2.52,0.55
2019-07-23,507.0,62.28,5.48,0.57
2019-07-22,546.67,61.96,10.64,0.57
2019-07-19,493.33,61.04,14.12,0.52
2019-07-18,461.67,60.7,11.54,0.51
2019-07-17,448.67,63.67,8.95,0.49
2019-07-16,457.33,65.87,8.63,0.48
2019-07-15,450.67,66.86,0.22,0.48
2019-07-12,525.33,66.65,4.18,0.5
2019-07-11,524.67,67.64,0.11,0.5
2019-07-10,538.0,66.41,1.01,0.51
2019-07-09,546.0,64.3,1.54,0.52
2019-07-08,588.33,64.89,1.95,0.52
2019-07-05,482.67,64.23,2.76,0.55
2019-07-04,474.67,63.62,10.39,0.55
2019-07-03,466.67,63.53,14.0,0.53
2019-07-02,499.67,62.72,6.51,0.52
2019-07-01,517.67,65.1,2.62,0.52
2019-06-28,452.67,67.52,4.64,0.52
2019-06-27,477.67,66.78,3.63,0.53
2019-06-26,484.67,66.85,3.09,0.54
2019-06-25,492.33,66.24,2.75,0.55
2019-06-24,505.0,65.16,18.91,0.54
2019-06-21,517.33,65.99,8.66,0.48
2019-06-20,467.0,65.44,11.01,0.48
2019-06-19,527.33,62.85,0.58,0.48
2019-06-18,506.0,63.35,0.7,0.48
2019-06-17,494.67,62.56,0.69,0.49
2019-06-14,507.0,63.13,6.05,0.51
2019-06-13,521.67,63.28,1.36,0.51
2019-06-12,558.67,61.66,3.0,0.52
2019-06-11,537.33,63.56,4.3,0.53
2019-06-10,518.67,64.31,7.56,0.52
2019-06-07,467.0,64.1,13.15,0.52
2019-06-06,429.67,62.77,4.98,0.52
2019-06-05,406.33,62.14,7.47,0.52
2019-06-04,369.0,63.56,21.79,0.49
2019-06-03,356.33,63.16,4.92,0.48
2019-05-31,407.33,66.78,8.0,0.47
2019-05-30,441.33,69.55,1.27,0.46
2019-05-29,442.0,70.64,0.76,0.47
2019-05-28,450.0,70.19,0.24,0.48
2019-05-24,459.33,67.98,1.38,0.51
2019-05-23,428.0,68.37,6.71,0.51
2019-05-22,415.67,71.94,21.17,0.5
2019-05-21,437.0,72.94,5.14,0.48
2019-05-20,384.67,73.21,4.4,0.47
2019-05-17,351.33,73.94,5.42,0.45
2019-05-16,368.0,74.7,0.72,0.45
2019-05-15,319.33,73.09,0.53,0.46
2019-05-14,296.0,72.53,2.49,0.46
2019-05-13,293.33,72.35,2.76,0.46
2019-05-10,314.33,71.63,0.45,0.47
2019-05-09,337.33,70.61,0.77,0.48
2019-05-08,313.33,71.09,0.3,0.48
2019-05-07,310.0,70.98,0.69,0.49
2019-05-06,352.33,71.95,0.2,0.5
2019-05-03,378.67,71.95,1.34,0.49
2019-05-02,383.0,70.56,6.52,0.5
2019-05-01,329.33,72.01,5.43,0.49
2019-04-30,363.67,72.19,4.56,0.48
2019-04-29,386.67,71.22,5.43,0.48
2019-04-26,336.0,71.03,16.81,0.48
2019-04-25,288.67,74.94,0.49,0.48
2019-04-24,262.0,73.59,0.64,0.49
2019-04-23,307.67,74.39,1.54,0.5
2019-04-22,351.33,70.71,4.22,0.5
2019-04-18,392.33,70.71,3.65,0.48
2019-04-17,407.67,71.14,4.6,0.5
2019-04-16,358.0,70.74,10.93,0.48
2019-04-15,403.67,70.9,3.06,0.48
2019-04-12,418.67,71.57,1.92,0.49
2019-04-11,385.67,71.3,13.31,0.48
2019-04-10,432.67,71.63,4.21,0.47
2019-04-09,428.33,71.02,0.28,0.48
