date,precipitation,soil_moisture
2016-07-18,12.62,0.52
2016-07-19,12.99,0.54
2016-07-20,2.47,0.53
2016-07-21,1.39,0.53
2016-07-22,0.14,0.52
2016-07-23,0.66,0.51
2016-07-24,1.2,0.5
2016-07-25,36.9,0.53
2016-07-26,6.8,0.56
2016-07-27,3.35,0.55
2016-07-28,3.19,0.55
2016-07-29,5.04,0.54
2016-07-30,4.64,0.54
2016-07-31,4.24,0.54
2016-08-01,1.79,0.53
2016-08-02,2.11,0.52
2016-08-03,5.69,0.52
2016-08-04,5.24,0.52
2016-08-05,2.28,0.52
2016-08-06,3.84,0.52
2016-08-07,5.52,0.52
2016-08-08,1.6,0.52
2016-08-09,4.19,0.51
2016-08-10,9.42,0.52
2016-08-11,2.06,0.52
2016-08-12,3.63,0.52
2016-08-13,8.74,0.52
2016-08-14,10.18,0.52
2016-08-15,17.03,0.55
2016-08-16,1.74,0.55
2016-08-17,7.69,0.54
2016-08-18,8.45,0.55
2016-08-19,14.02,0.56
2016-08-20,6.35,0.56
2016-08-21,7.03,0.56
2016-08-22,2.16,0.56
2016-08-23,4.49,0.55
2016-08-24,6.79,0.55
2016-08-25,10.13,0.55
2016-08-26,4.7,0.56
2016-08-27,6.84,0.55
2016-08-28,47.58,0.62
2016-08-29,7.2,0.63
2016-08-30,7.53,0.62
2016-08-31,15.41,0.62
2016-09-01,3.72,0.62
2016-09-02,3.45,0.61
2016-09-03,3.91,0.6
2016-09-04,4.2,0.59
2016-09-05,13.71,0.59
2016-09-06,8.83,0.61
2016-09-07,4.44,0.6
2016-09-08,4.58,0.6
2016-09-09,3.56,0.59
2016-09-10,3.89,0.59
2016-09-11,10.29,0.59
2016-09-12,3.24,0.59
2016-09-13,1.17,0.58
2016-09-14,4.35,0.58
2016-09-15,8.36,0.59
2016-09-16,3.99,0.59
2016-09-17,4.77,0.59
2016-09-18,3.98,0.58
2016-09-19,3.72,0.58
2016-09-20,3.46,0.57
2016-09-21,8.85,0.58
2016-09-22,9.36,0.59
2016-09-23,6.67,0.59
2016-09-24,4.32,0.59
2016-09-25,3.6,0.59
2016-09-26,65.97,0.61
2016-09-27,20.85,0.71
2016-09-28,4.74,0.69
2016-09-29,12.27,0.68
2016-09-30,3.35,0.67
2016-10-01,8.64,0.66
2016-10-02,16.78,0.66
2016-10-03,4.64,0.66
2016-10-04,3.29,0.65
2016-10-05,3.4,0.64
2016-10-06,7.54,0.63
2016-10-07,6.05,0.63
2016-10-08,9.28,0.63
2016-10-09,56.31,0.66
2016-10-10,5.59,0.73
2016-10-11,2.83,0.7
2016-10-12,5.37,0.68
2016-10-13,3.38,0.66
2016-10-14,7.45,0.66
2016-10-15,12.78,0.66
2016-10-16,7.35,0.67
2016-10-17,4.41,0.66
2016-10-18,7.07,0.66
2016-10-19,4.3,0.66
2016-10-20,3.35,0.66
2016-10-21,5.49,0.65
2016-10-22,11.21,0.66
2016-10-23,0.65,0.66
2016-10-24,0.29,0.65
2016-10-25,0.5,0.64
2016-10-26,1.08,0.63
2016-10-27,0.88,0.62
2016-10-28,1.12,0.62
2016-10-29,1.55,0.62
2016-10-30,2.29,0.62
2016-10-31,4.25,0.62
2016-11-01,4.55,0.62
2016-11-02,2.73,0.62
2016-11-03,2.5,0.62
2016-11-04,2.56,0.62
2016-11-05,0.53,0.62
2016-11-06,0.32,0.62
2016-11-07,0.54,0.61
2016-11-08,0.17,0.61
2016-11-09,0.12,0.6
2016-11-10,0.06,0.59
2016-11-11,0.18,0.59
2016-11-12,1.52,0.59
2016-11-13,2.05,0.59
2016-11-14,5.38,0.59
2016-11-15,4.99,0.6
2016-11-16,2.65,0.6
2016-11-17,0.4,0.59
2016-11-18,0.25,0.59
2016-11-19,0.47,0.58
2016-11-20,1.15,0.58
2016-11-21,2.22,0.57
2016-11-22,3.72,0.58
2016-11-23,3.34,0.58
2016-11-24,2.88,0.59
2016-11-25,1.48,0.59
2016-11-26,2.91,0.59
2016-11-27,0.93,0.59
2016-11-28,3.09,0.59
2016-11-29,3.3,0.59
2016-11-30,2.76,0.59
2016-12-01,0.49,0.58
2016-12-02,4.73,0.58
2016-12-03,4.88,0.58
2016-12-04,1.48,0.58
2016-12-05,2.49,0.57
2016-12-06,6.04,0.58
2016-12-07,0.37,0.58
2016-12-08,1.69,0.57
2016-12-09,0.8,0.57
2016-12-10,0.08,0.57
2016-12-11,0.57,0.56
2016-12-12,2.35,0.55
2016-12-13,0.48,0.55
2016-12-14,0.02,0.55
2016-12-15,0.13,0.55
2016-12-16,0.14,0.54
2016-12-17,0.03,0.54
2016-12-18,0.1,0.53
2016-12-19,0.01,0.53
2016-12-20,0.03,0.53
2016-12-21,0.03,0.52
2016-12-22,0.02,0.52
2016-12-23,0.0,0.52
2016-12-24,0.0,0.52
2016-12-25,0.03,0.52
2016-12-26,0.0,0.51
2016-12-27,0.0,0.51
2016-12-28,0.0,0.5
2016-12-29,0.0,0.5
2016-12-30,0.0,0.5
2016-12-31,0.0,0.5
2017-01-01,0.01,0.49
2017-01-02,0.02,0.49
2017-01-03,0.01,0.49
2017-01-04,0.0,0.48
2017-01-05,0.0,0.48
2017-01-06,0.0,0.48
2017-01-07,0.0,0.48
2017-01-08,0.02,0.48
2017-01-09,0.02,0.48
2017-01-10,0.01,0.47
2017-01-11,1.08,0.47
2017-01-12,0.37,0.47
2017-01-13,3.33,0.47
2017-01-14,0.0,0.47
2017-01-15,0.0,0.47
2017-01-16,0.0,0.46
2017-01-17,0.14,0.46
2017-01-18,2.84,0.46
2017-01-19,5.04,0.47
2017-01-20,1.04,0.47
2017-01-21,0.48,0.47
2017-01-22,0.47,0.47
2017-01-23,0.04,0.46
2017-01-24,0.01,0.46
2017-01-25,0.01,0.45
2017-01-26,0.0,0.45
2017-01-27,0.0,0.45
2017-01-28,0.0,0.45
2017-01-29,0.0,0.45
2017-01-30,0.0,0.44
2017-01-31,0.06,0.44
2017-02-01,1.14,0.44
2017-02-02,2.2,0.45
2017-02-03,0.22,0.45
2017-02-04,2.18,0.45
2017-02-05,0.01,0.44
2017-02-06,0.01,0.44
2017-02-07,0.0,0.44
2017-02-08,0.0,0.43
2017-02-09,0.0,0.43
2017-02-10,1.3,0.43
2017-02-11,1.76,0.44
2017-02-12,8.17,0.45
2017-02-13,15.27,0.47
2017-02-14,0.87,0.48
2017-02-15,0.01,0.47
2017-02-16,0.1,0.46
2017-02-17,0.54,0.45
2017-02-18,0.08,0.45
2017-02-19,0.05,0.45
2017-02-20,0.05,0.45
2017-02-21,0.49,0.44
2017-02-22,7.47,0.45
2017-02-23,4.93,0.46
2017-02-24,3.6,0.46
2017-02-25,5.25,0.47
2017-02-26,2.56,0.47
2017-02-27,0.97,0.48
2017-02-28,0.24,0.47
2017-03-01,0.82,0.46
2017-03-02,0.76,0.46
2017-03-03,1.19,0.45
2017-03-04,2.13,0.45
2017-03-05,1.4,0.45
2017-03-06,1.47,0.45
2017-03-07,1.07,0.45
2017-03-08,0.12,0.45
2017-03-09,0.17,0.44
2017-03-10,0.57,0.43
2017-03-11,1.33,0.43
2017-03-12,7.87,0.44
2017-03-13,2.48,0.45
2017-03-14,4.17,0.45
2017-03-15,1.18,0.45
2017-03-16,1.29,0.45
2017-03-17,3.7,0.45
2017-03-18,5.67,0.45
2017-03-19,7.8,0.45
2017-03-20,5.81,0.47
2017-03-21,5.84,0.47
2017-03-22,2.86,0.48
2017-03-23,4.09,0.48
2017-03-24,11.53,0.48
2017-03-25,6.31,0.5
2017-03-26,1.45,0.49
2017-03-27,3.38,0.48
2017-03-28,2.66,0.48
2017-03-29,8.65,0.49
2017-03-30,7.38,0.5
2017-03-31,0.54,0.49
2017-04-01,0.83,0.48
2017-04-02,2.99,0.48
2017-04-03,7.42,0.48
2017-04-04,1.63,0.48
2017-04-05,1.88,0.47
2017-04-06,6.28,0.48
2017-04-07,3.85,0.47
2017-04-08,5.65,0.48
2017-04-09,2.74,0.48
2017-04-10,4.13,0.48
2017-04-11,0.14,0.47
2017-04-12,0.23,0.47
2017-04-13,0.01,0.46
2017-04-14,0.02,0.45
2017-04-15,0.02,0.45
2017-04-16,6.06,0.45
2017-04-17,3.9,0.45
2017-04-18,3.17,0.45
2017-04-19,3.44,0.45
2017-04-20,11.3,0.46
2017-04-21,12.98,0.48
2017-04-22,1.83,0.48
2017-04-23,0.2,0.48
2017-04-24,5.06,0.47
2017-04-25,9.54,0.48
2017-04-26,7.1,0.49
2017-04-27,4.95,0.49
2017-04-28,8.83,0.49
2017-04-29,0.74,0.49
2017-04-30,0.22,0.48
2017-05-01,0.52,0.47
2017-05-02,2.77,0.47
2017-05-03,4.53,0.46
2017-05-04,10.12,0.48
2017-05-05,1.84,0.48
2017-05-06,1.5,0.47
2017-05-07,3.88,0.47
2017-05-08,5.54,0.47
2017-05-09,1.15,0.46
2017-05-10,1.27,0.45
2017-05-11,5.36,0.45
2017-05-12,10.87,0.47
2017-05-13,3.38,0.48
2017-05-14,7.48,0.48
2017-05-15,2.98,0.48
2017-05-16,0.87,0.48
2017-05-17,1.99,0.47
2017-05-18,9.41,0.48
2017-05-19,12.62,0.5
2017-05-20,6.57,0.5
2017-05-21,4.37,0.5
2017-05-22,2.3,0.49
2017-05-23,2.13,0.48
2017-05-24,6.96,0.48
2017-05-25,5.89,0.49
2017-05-26,0.97,0.48
2017-05-27,5.11,0.48
2017-05-28,2.41,0.48
2017-05-29,3.6,0.48
2017-05-30,15.17,0.49
2017-05-31,5.37,0.5
2017-06-01,0.93,0.49
2017-06-02,3.2,0.48
2017-06-03,6.39,0.49
2017-06-04,2.34,0.49
2017-06-05,4.86,0.49
2017-06-06,7.29,0.49
2017-06-07,2.03,0.49
2017-06-08,2.38,0.48
2017-06-09,5.89,0.48
2017-06-10,22.81,0.51
2017-06-11,17.17,0.55
2017-06-12,9.83,0.55
2017-06-13,13.37,0.56
2017-06-14,14.98,0.58
2017-06-15,8.98,0.58
2017-06-16,9.51,0.58
2017-06-17,1.98,0.57
2017-06-18,2.91,0.56
2017-06-19,6.51,0.55
2017-06-20,16.18,0.55
2017-06-21,10.06,0.58
2017-06-22,0.24,0.56
2017-06-23,2.51,0.55
2017-06-24,35.37,0.57
2017-06-25,13.97,0.62
2017-06-26,1.52,0.6
2017-06-27,9.28,0.59
2017-06-28,2.2,0.59
2017-06-29,8.59,0.59
2017-06-30,2.48,0.58
2017-07-01,5.18,0.57
2017-07-02,9.24,0.57
2017-07-03,5.07,0.58
2017-07-04,6.02,0.57
2017-07-05,7.68,0.57
2017-07-06,2.86,0.57
2017-07-07,6.54,0.57
2017-07-08,5.0,0.57
2017-07-09,5.31,0.56
2017-07-10,11.39,0.58
2017-07-11,1.02,0.58
2017-07-12,0.3,0.56
2017-07-13,0.4,0.55
2017-07-14,1.98,0.54
2017-07-15,1.18,0.53
2017-07-16,0.97,0.53
2017-07-17,1.29,0.52
2017-07-18,4.1,0.52
2017-07-19,7.02,0.53
2017-07-20,2.86,0.53
2017-07-21,4.33,0.53
2017-07-22,2.77,0.52
2017-07-23,10.11,0.53
2017-07-24,2.75,0.54
2017-07-25,4.62,0.54
2017-07-26,2.92,0.53
2017-07-27,5.2,0.53
2017-07-28,5.01,0.54
2017-07-29,4.78,0.54
2017-07-30,9.2,0.55
2017-07-31,1.47,0.55
2017-08-01,11.21,0.55
2017-08-02,6.21,0.55
2017-08-03,8.35,0.55
2017-08-04,3.11,0.55
2017-08-05,8.88,0.55
2017-08-06,7.44,0.56
2017-08-07,0.92,0.55
2017-08-08,2.33,0.55
2017-08-09,2.28,0.54
2017-08-10,1.93,0.54
2017-08-11,0.99,0.53
2017-08-12,1.07,0.52
2017-08-13,3.04,0.52
2017-08-14,4.04,0.52
2017-08-15,10.56,0.53
2017-08-16,0.63,0.53
2017-08-17,1.45,0.52
2017-08-18,3.04,0.52
2017-08-19,2.32,0.52
2017-08-20,0.75,0.51
2017-08-21,1.5,0.5
2017-08-22,33.84,0.55
2017-08-23,0.48,0.55
2017-08-24,4.51,0.55
2017-08-25,8.22,0.55
2017-08-26,6.94,0.56
2017-08-27,3.81,0.56
2017-08-28,1.0,0.55
2017-08-29,3.4,0.55
2017-08-30,10.74,0.55
2017-08-31,7.95,0.56
2017-09-01,7.88,0.56
2017-09-02,8.16,0.57
2017-09-03,6.66,0.57
2017-09-04,6.6,0.57
2017-09-05,1.69,0.56
2017-09-06,2.13,0.55
2017-09-07,9.17,0.55
2017-09-08,33.6,0.6
2017-09-09,4.83,0.61
2017-09-10,3.36,0.6
2017-09-11,3.12,0.59
2017-09-12,6.18,0.59
2017-09-13,4.95,0.59
2017-09-14,1.02,0.57
2017-09-15,3.11,0.56
2017-09-16,2.59,0.56
2017-09-17,5.36,0.55
2017-09-18,3.28,0.56
2017-09-19,1.15,0.55
2017-09-20,3.87,0.55
2017-09-21,4.45,0.55
2017-09-22,15.6,0.55
2017-09-23,33.37,0.62
2017-09-24,7.63,0.62
2017-09-25,3.02,0.61
2017-09-26,7.35,0.6
2017-09-27,2.03,0.6
2017-09-28,5.31,0.59
2017-09-29,6.75,0.59
2017-09-30,5.11,0.59
2017-10-01,7.25,0.59
2017-10-02,7.29,0.6
2017-10-03,3.56,0.59
2017-10-04,6.29,0.59
2017-10-05,4.64,0.59
2017-10-06,6.82,0.59
2017-10-07,6.75,0.59
2017-10-08,4.42,0.6
2017-10-09,3.01,0.59
2017-10-10,4.58,0.59
2017-10-11,9.78,0.59
2017-10-12,2.77,0.59
2017-10-13,2.54,0.59
2017-10-14,1.85,0.58
2017-10-15,3.64,0.58
2017-10-16,0.73,0.57
2017-10-17,2.52,0.56
2017-10-18,1.01,0.55
2017-10-19,0.77,0.55
2017-10-20,0.8,0.55
2017-10-21,0.33,0.54
2017-10-22,0.77,0.53
2017-10-23,0.6,0.53
2017-10-24,1.18,0.52
2017-10-25,4.05,0.52
2017-10-26,2.43,0.53
2017-10-27,1.89,0.54
2017-10-28,0.75,0.54
2017-10-29,1.01,0.53
2017-10-30,0.72,0.53
2017-10-31,1.32,0.52
2017-11-01,1.23,0.52
2017-11-02,2.5,0.52
2017-11-03,1.15,0.52
2017-11-04,4.45,0.53
2017-11-05,2.49,0.53
2017-11-06,3.85,0.53
2017-11-07,1.2,0.53
2017-11-08,1.16,0.53
2017-11-09,2.4,0.53
2017-11-10,2.44,0.53
2017-11-11,0.46,0.52
2017-11-12,0.16,0.52
2017-11-13,0.24,0.51
2017-11-14,0.39,0.5
2017-11-15,1.14,0.5
2017-11-16,2.63,0.5
2017-11-17,2.17,0.51
2017-11-18,0.45,0.5
2017-11-19,1.48,0.5
2017-11-20,2.77,0.5
2017-11-21,1.28,0.5
2017-11-22,1.4,0.5
2017-11-23,1.81,0.5
2017-11-24,3.44,0.5
2017-11-25,2.35,0.5
2017-11-26,1.08,0.5
2017-11-27,0.01,0.49
2017-11-28,0.0,0.48
2017-11-29,0.0,0.48
2017-11-30,0.01,0.48
2017-12-01,0.0,0.47
2017-12-02,0.02,0.47
2017-12-03,0.05,0.46
2017-12-04,0.07,0.46
2017-12-05,0.07,0.46
2017-12-06,0.04,0.46
2017-12-07,0.06,0.46
2017-12-08,0.1,0.46
2017-12-09,0.08,0.45
2017-12-10,0.0,0.45
2017-12-11,0.0,0.45
2017-12-12,0.0,0.45
2017-12-13,0.0,0.45
2017-12-14,0.32,0.45
2017-12-15,0.72,0.45
2017-12-16,0.64,0.45
2017-12-17,0.04,0.45
2017-12-18,0.0,0.45
2017-12-19,0.13,0.44
2017-12-20,0.09,0.44
2017-12-21,0.16,0.44
2017-12-22,0.0,0.44
2017-12-23,0.0,0.44
2017-12-24,0.0,0.43
2017-12-25,0.0,0.43
2017-12-26,0.0,0.43
2017-12-27,0.0,0.43
2017-12-28,0.0,0.43
2017-12-29,0.0,0.43
2017-12-30,0.0,0.42
2017-12-31,0.0,0.42
2018-01-01,0.0,0.42
2018-01-02,0.0,0.42
2018-01-03,0.0,0.42
2018-01-04,0.0,0.42
2018-01-05,0.0,0.42
2018-01-06,0.0,0.42
2018-01-07,0.07,0.42
2018-01-08,0.32,0.42
2018-01-09,0.38,0.42
2018-01-10,0.04,0.41
2018-01-11,0.0,0.41
2018-01-12,0.0,0.41
2018-01-13,0.0,0.41
2018-01-14,0.0,0.41
2018-01-15,0.0,0.41
2018-01-16,0.01,0.41
2018-01-17,0.11,0.41
2018-01-18,0.04,0.41
2018-01-19,0.01,0.41
2018-01-20,0.01,0.41
2018-01-21,0.0,0.41
2018-01-22,0.0,0.41
2018-01-23,0.01,0.41
2018-01-24,0.01,0.4
2018-01-25,0.0,0.4
2018-01-26,0.0,0.4
2018-01-27,0.01,0.4
2018-01-28,0.31,0.4
2018-01-29,0.07,0.4
2018-01-30,0.0,0.4
2018-01-31,0.0,0.4
2018-02-01,0.06,0.4
2018-02-02,0.64,0.4
2018-02-03,0.69,0.4
2018-02-04,0.02,0.4
2018-02-05,0.02,0.4
2018-02-06,0.01,0.4
2018-02-07,0.01,0.4
2018-02-08,0.0,0.39
2018-02-09,0.0,0.39
2018-02-10,0.0,0.39
2018-02-11,0.0,0.39
2018-02-12,0.0,0.39
2018-02-13,0.0,0.38
2018-02-14,0.0,0.38
2018-02-15,1.02,0.38
2018-02-16,0.13,0.38
2018-02-17,0.44,0.38
2018-02-18,1.77,0.38
2018-02-19,9.25,0.4
2018-02-20,53.8,0.45
2018-02-21,8.46,0.52
2018-02-22,0.34,0.51
2018-02-23,2.2,0.49
2018-02-24,5.57,0.48
2018-02-25,4.46,0.49
2018-02-26,14.51,0.5
2018-02-27,8.91,0.51
2018-02-28,2.91,0.51
2018-03-01,3.27,0.5
2018-03-02,1.32,0.49
2018-03-03,0.13,0.48
2018-03-04,1.52,0.47
2018-03-05,3.02,0.46
2018-03-06,17.04,0.48
2018-03-07,6.7,0.48
2018-03-08,0.84,0.48
2018-03-09,1.57,0.47
2018-03-10,2.68,0.47
2018-03-11,1.68,0.47
2018-03-12,5.63,0.47
2018-03-13,4.77,0.47
2018-03-14,2.99,0.47
2018-03-15,7.92,0.47
2018-03-16,33.65,0.5
2018-03-17,1.27,0.53
2018-03-18,1.22,0.52
2018-03-19,3.11,0.51
2018-03-20,2.3,0.5
2018-03-21,4.2,0.49
2018-03-22,9.75,0.5
2018-03-23,0.88,0.5
2018-03-24,4.23,0.49
2018-03-25,1.54,0.48
2018-03-26,2.44,0.48
2018-03-27,1.0,0.48
2018-03-28,0.28,0.47
2018-03-29,0.22,0.46
2018-03-30,1.74,0.45
2018-03-31,5.14,0.46
2018-04-01,9.75,0.48
2018-04-02,0.02,0.47
2018-04-03,0.32,0.47
2018-04-04,1.72,0.46
2018-04-05,5.4,0.46
2018-04-06,1.01,0.46
2018-04-07,3.7,0.46
2018-04-08,3.3,0.46
2018-04-09,0.49,0.45
2018-04-10,1.07,0.45
2018-04-11,0.27,0.45
2018-04-12,1.87,0.45
2018-04-13,19.34,0.46
2018-04-14,1.21,0.48
2018-04-15,1.04,0.47
2018-04-16,7.67,0.48
2018-04-17,8.52,0.48
2018-04-18,9.16,0.49
2018-04-19,11.61,0.51
2018-04-20,8.97,0.52
2018-04-21,0.78,0.52
2018-04-22,1.37,0.5
2018-04-23,5.79,0.49
2018-04-24,2.14,0.49
2018-04-25,3.66,0.48
2018-04-26,27.84,0.52
2018-04-27,2.94,0.53
2018-04-28,3.48,0.52
2018-04-29,2.07,0.52
2018-04-30,4.3,0.51
2018-05-01,3.95,0.51
2018-05-02,2.96,0.51
2018-05-03,4.02,0.5
2018-05-04,9.53,0.5
2018-05-05,10.77,0.51
2018-05-06,12.6,0.53
2018-05-07,0.48,0.52
2018-05-08,2.25,0.52
2018-05-09,2.38,0.51
2018-05-10,5.37,0.51
2018-05-11,11.28,0.52
2018-05-12,0.69,0.52
2018-05-13,1.35,0.51
2018-05-14,0.46,0.5
2018-05-15,1.56,0.49
2018-05-16,3.54,0.48
2018-05-17,25.54,0.49
2018-05-18,0.65,0.53
2018-05-19,1.49,0.52
2018-05-20,2.38,0.5
2018-05-21,2.6,0.5
2018-05-22,4.64,0.5
2018-05-23,5.96,0.5
2018-05-24,2.9,0.5
2018-05-25,2.28,0.5
2018-05-26,4.8,0.49
2018-05-27,5.42,0.5
2018-05-28,7.77,0.51
2018-05-29,4.59,0.51
2018-05-30,4.22,0.51
2018-05-31,5.92,0.51
2018-06-01,6.1,0.52
2018-06-02,3.39,0.51
2018-06-03,3.23,0.51
2018-06-04,2.02,0.51
2018-06-05,1.3,0.5
2018-06-06,0.49,0.49
2018-06-07,4.45,0.49
2018-06-08,4.4,0.49
2018-06-09,2.77,0.49
2018-06-10,6.36,0.5
2018-06-11,8.35,0.51
2018-06-12,2.18,0.5
2018-06-13,2.55,0.5
2018-06-14,2.49,0.49
2018-06-15,6.93,0.49
2018-06-16,15.33,0.51
2018-06-17,21.07,0.55
2018-06-18,22.7,0.56
2018-06-19,30.16,0.61
2018-06-20,2.17,0.62
2018-06-21,4.31,0.6
2018-06-22,37.02,0.63
2018-06-23,4.57,0.62
2018-06-24,16.21,0.62
2018-06-25,28.22,0.66
2018-06-26,7.91,0.65
2018-06-27,8.08,0.64
2018-06-28,5.57,0.63
2018-06-29,6.46,0.62
2018-06-30,3.97,0.61
2018-07-01,15.32,0.61
2018-07-02,15.94,0.63
2018-07-03,1.94,0.62
2018-07-04,5.08,0.61
2018-07-05,6.36,0.6
2018-07-06,20.41,0.62
2018-07-07,7.33,0.63
2018-07-08,1.33,0.62
2018-07-09,3.33,0.6
2018-07-10,0.55,0.59
2018-07-11,1.48,0.59
2018-07-12,5.49,0.59
2018-07-13,2.93,0.59
2018-07-14,3.54,0.59
2018-07-15,1.89,0.58
2018-07-16,1.97,0.57
2018-07-17,4.04,0.57
2018-07-18,8.41,0.58
2018-07-19,0.73,0.58
2018-07-20,4.05,0.57
2018-07-21,5.13,0.57
2018-07-22,2.14,0.58
2018-07-23,1.57,0.57
2018-07-24,7.54,0.57
2018-07-25,10.02,0.58
2018-07-26,1.78,0.59
2018-07-27,0.11,0.58
2018-07-28,1.68,0.57
2018-07-29,1.11,0.56
2018-07-30,0.66,0.55
2018-07-31,0.06,0.55
2018-08-01,0.2,0.54
2018-08-02,0.32,0.53
2018-08-03,0.75,0.53
2018-08-04,1.83,0.53
2018-08-05,0.25,0.52
2018-08-06,0.38,0.52
2018-08-07,1.29,0.52
2018-08-08,1.96,0.52
2018-08-09,2.32,0.52
2018-08-10,4.62,0.52
2018-08-11,3.78,0.52
2018-08-12,2.05,0.52
2018-08-13,3.46,0.52
2018-08-14,5.45,0.52
2018-08-15,3.39,0.53
2018-08-16,1.58,0.52
2018-08-17,10.85,0.52
2018-08-18,9.5,0.55
2018-08-19,8.33,0.55
2018-08-20,7.33,0.56
2018-08-21,3.62,0.56
2018-08-22,20.89,0.57
2018-08-23,10.72,0.6
2018-08-24,7.96,0.59
2018-08-25,16.31,0.61
2018-08-26,17.86,0.62
2018-08-27,5.82,0.63
2018-08-28,2.47,0.62
2018-08-29,6.49,0.61
2018-08-30,4.39,0.6
2018-08-31,6.94,0.6
2018-09-01,15.46,0.61
2018-09-02,4.6,0.61
2018-09-03,13.43,0.62
2018-09-04,5.68,0.62
2018-09-05,9.14,0.62
2018-09-06,3.88,0.61
2018-09-07,8.33,0.62
2018-09-08,15.2,0.62
2018-09-09,4.63,0.63
2018-09-10,4.77,0.62
2018-09-11,5.58,0.62
2018-09-12,7.48,0.62
2018-09-13,6.0,0.62
2018-09-14,0.59,0.62
2018-09-15,1.6,0.61
2018-09-16,1.12,0.6
2018-09-17,2.83,0.59
2018-09-18,3.33,0.59
2018-09-19,2.53,0.59
2018-09-20,3.0,0.59
2018-09-21,2.96,0.59
2018-09-22,4.68,0.59
2018-09-23,16.17,0.6
2018-09-24,2.31,0.62
2018-09-25,0.92,0.61
2018-09-26,19.78,0.62
2018-09-27,1.17,0.63
2018-09-28,3.45,0.62
2018-09-29,6.0,0.62
2018-09-30,6.81,0.62
2018-10-01,43.16,0.68
2018-10-02,1.93,0.68
2018-10-03,0.91,0.66
2018-10-04,2.37,0.65
2018-10-05,6.07,0.64
2018-10-06,7.83,0.64
2018-10-07,8.6,0.65
2018-10-08,0.22,0.64
2018-10-09,0.32,0.63
2018-10-10,0.56,0.62
2018-10-11,0.65,0.62
2018-10-12,0.33,0.61
2018-10-13,5.31,0.61
2018-10-14,8.82,0.61
2018-10-15,4.21,0.62
2018-10-16,8.57,0.62
2018-10-17,2.11,0.62
2018-10-18,3.01,0.62
2018-10-19,1.88,0.62
2018-10-20,0.79,0.61
2018-10-21,2.72,0.6
2018-10-22,6.68,0.6
2018-10-23,1.35,0.61
2018-10-24,0.35,0.6
2018-10-25,0.79,0.59
2018-10-26,0.42,0.59
2018-10-27,1.57,0.59
2018-10-28,7.19,0.59
2018-10-29,7.51,0.6
2018-10-30,7.17,0.62
2018-10-31,2.82,0.61
2018-11-01,4.01,0.61
2018-11-02,1.47,0.6
2018-11-03,1.72,0.59
2018-11-04,1.47,0.59
2018-11-05,2.56,0.59
2018-11-06,1.72,0.59
2018-11-07,0.66,0.59
2018-11-08,0.35,0.58
2018-11-09,0.63,0.58
2018-11-10,0.44,0.57
2018-11-11,0.21,0.57
2018-11-12,0.58,0.56
2018-11-13,0.34,0.56
2018-11-14,0.78,0.55
2018-11-15,3.25,0.55
2018-11-16,1.18,0.55
2018-11-17,2.66,0.55
2018-11-18,2.43,0.56
2018-11-19,2.99,0.55
2018-11-20,4.64,0.56
2018-11-21,0.44,0.56
2018-11-22,0.09,0.55
2018-11-23,0.61,0.55
2018-11-24,2.13,0.55
2018-11-25,1.05,0.55
2018-11-26,0.83,0.54
2018-11-27,1.61,0.54
2018-11-28,0.68,0.54
2018-11-29,0.83,0.53
2018-11-30,2.48,0.53
2018-12-01,3.34,0.53
2018-12-02,0.4,0.53
2018-12-03,0.01,0.52
2018-12-04,0.03,0.52
2018-12-05,0.15,0.52
2018-12-06,0.68,0.52
2018-12-07,0.0,0.51
2018-12-08,0.0,0.51
2018-12-09,0.0,0.5
2018-12-10,0.0,0.5
2018-12-11,0.0,0.49
2018-12-12,4.24,0.5
2018-12-13,4.02,0.51
2018-12-14,1.04,0.51
2018-12-15,0.01,0.5
2018-12-16,0.0,0.5
2018-12-17,0.0,0.49
2018-12-18,0.0,0.48
2018-12-19,0.13,0.48
2018-12-20,0.68,0.48
2018-12-21,4.94,0.48
2018-12-22,0.01,0.48
2018-12-23,0.0,0.48
2018-12-24,0.0,0.48
2018-12-25,0.0,0.48
2018-12-26,0.0,0.47
2018-12-27,0.0,0.47
2018-12-28,0.0,0.47
2018-12-29,0.0,0.47
2018-12-30,0.0,0.46
2018-12-31,0.0,0.46
2019-01-01,0.0,0.46
2019-01-02,0.0,0.45
2019-01-03,0.0,0.45
2019-01-04,0.0,0.45
2019-01-05,0.0,0.45
2019-01-06,0.0,0.45
2019-01-07,0.0,0.45
2019-01-08,0.0,0.45
2019-01-09,0.0,0.45
2019-01-10,0.0,0.44
2019-01-11,0.04,0.44
2019-01-12,0.03,0.44
2019-01-13,0.0,0.44
2019-01-14,0.0,0.44
2019-01-15,0.01,0.44
2019-01-16,0.24,0.44
2019-01-17,1.14,0.44
2019-01-18,3.76,0.44
2019-01-19,6.38,0.45
2019-01-20,0.17,0.45
2019-01-21,0.0,0.45
2019-01-22,0.0,0.44
2019-01-23,0.0,0.44
2019-01-24,0.0,0.43
2019-01-25,0.01,0.43
2019-01-26,0.0,0.43
2019-01-27,0.0,0.43
2019-01-28,0.0,0.42
2019-01-29,0.0,0.42
2019-01-30,0.01,0.42
2019-01-31,3.71,0.42
2019-02-01,5.93,0.43
2019-02-02,16.79,0.45
2019-02-03,3.71,0.47
2019-02-04,9.73,0.47
